Name,Country Code,Day of Week,Start Time Hour,End Time Hour,Start Time Minute, End Time Minute
Chicago Italian Beef & Pizza,US,1,09,00,22,00
Chicago Italian Beef & Pizza,US,2,09,00,22,00
Chicago Italian Beef & Pizza,US,3,09,00,22,00
Chicago Italian Beef & Pizza,US,4,09,00,00,00
Chicago Italian Beef & Pizza,US,5,09,00,00,00
Chicago Italian Beef & Pizza,US,6,09,00,22,00
Chicken Plus,US,0,11,00,21,00
Chicken Plus,US,1,11,00,21,00
Chicken Plus,US,2,11,00,21,00
Chicken Plus,US,3,11,00,21,00
Chicken Plus,US,4,11,00,23,00
Chicken Plus,US,5,11,00,22,00
Chicken Plus,US,6,12,00,18,00
China 101 Express,US,0,11,00,22,00
China 101 Express,US,1,11,00,22,00
China 101 Express,US,2,11,00,22,00
China 101 Express,US,3,11,00,22,00
China 101 Express,US,4,11,00,22,00
China 101 Express,US,5,11,00,22,00
China 101 Express,US,6,11,00,22,00
China Garden,US,0,11,00,21,30
China Garden,US,1,11,00,21,30
China Garden,US,2,11,00,21,30
China Garden,US,3,11,00,21,30
China Garden,US,4,11,00,22,30
China Garden,US,5,16,00,22,30
China Garden,US,6,16,00,21,30
Chinese Seafood Plus,US,0,11,00,21,00
Chinese Seafood Plus,US,1,11,00,21,00
Chinese Seafood Plus,US,2,11,00,21,00
Chinese Seafood Plus,US,3,11,00,21,00
Chinese Seafood Plus,US,4,11,00,21,00
Chinese Seafood Plus,US,5,11,00,21,00
Chinese Seafood Plus,US,6,11,00,21,00
City Acre Brewing,US,0,16,00,22,00
City Acre Brewing,US,2,16,00,22,00
City Acre Brewing,US,3,16,00,22,00
City Acre Brewing,US,4,16,00,23,00
City Acre Brewing,US,5,11,00,23,00
City Acre Brewing,US,6,11,00,20,00
Coco Crepes, Waffles & Coffee,US,0,06,30,22,00
Coco Crepes, Waffles & Coffee,US,1,06,30,22,00
Coco Crepes, Waffles & Coffee,US,2,06,30,22,00
Coco Crepes, Waffles & Coffee,US,3,06,30,22,00
Coco Crepes, Waffles & Coffee,US,4,06,30,23,00
Coco Crepes, Waffles & Coffee,US,5,06,30,23,00
Coco Crepes, Waffles & Coffee,US,6,06,30,22,00
Coltivare,US,0,17,00,22,00
Coltivare,US,2,17,00,22,00
Coltivare,US,3,17,00,22,00
Coltivare,US,4,17,00,23,00
Coltivare,US,5,17,00,23,00
Coltivare,US,6,17,00,21,00
Common Bond Cafe & Bakery,US,0,07,00,21,00
Common Bond Cafe & Bakery,US,1,07,00,21,00
Common Bond Cafe & Bakery,US,2,07,00,21,00
Common Bond Cafe & Bakery,US,3,07,00,21,00
Common Bond Cafe & Bakery,US,4,07,00,21,00
Common Bond Cafe & Bakery,US,5,08,00,21,00
Common Bond Cafe & Bakery,US,6,08,00,20,00
Coppa Osteria,US,0,11,00,22,00
Coppa Osteria,US,1,11,00,22,00
Coppa Osteria,US,2,11,00,22,00
Coppa Osteria,US,3,11,00,22,00
Coppa Osteria,US,4,11,00,23,00
Coppa Osteria,US,5,11,00,23,00
Coppa Osteria,US,6,11,00,21,00
Coreanos,US,1,11,00,15,00
Coreanos,US,2,11,00,15,00
Coreanos,US,3,11,00,15,00
Coreanos,US,3,16,00,00,00
Coreanos,US,4,17,00,00,00
Coreanos,US,5,20,00,00,00
Corelli's Italian Cafe,US,0,11,00,21,30
Corelli's Italian Cafe,US,1,11,00,21,30
Corelli's Italian Cafe,US,2,11,00,21,30
Corelli's Italian Cafe,US,3,11,00,21,30
Corelli's Italian Cafe,US,4,11,00,22,00
Corelli's Italian Cafe,US,5,11,00,22,00
Corelli's Italian Cafe,US,6,11,00,21,00
Cottonwood,US,0,16,00,00,00
Cottonwood,US,1,16,00,00,00
Cottonwood,US,2,16,00,00,00
Cottonwood,US,3,16,00,00,00
Cottonwood,US,4,11,00,02,00
Cottonwood,US,5,11,00,02,00
Cottonwood,US,6,11,00,00,00
Crisp Heights,US,0,11,00,23,00
Crisp Heights,US,1,11,00,23,00
Crisp Heights,US,2,11,00,23,00
Crisp Heights,US,3,11,00,23,00
Crisp Heights,US,4,11,00,00,00
Crisp Heights,US,5,10,00,00,00
Crisp Heights,US,6,10,00,22,00
Cuchara Restaurant,US,1,11,00,22,00
Cuchara Restaurant,US,2,11,00,22,00
Cuchara Restaurant,US,3,11,00,22,00
Cuchara Restaurant,US,4,11,00,23,00
Cuchara Restaurant,US,5,11,00,23,00
Cuchara Restaurant,US,6,11,00,22,00
Cue's Burgers & More,US,0,05,00,14,00
Cue's Burgers & More,US,1,05,00,14,00
Cue's Burgers & More,US,2,05,00,20,00
Cue's Burgers & More,US,3,05,00,20,00
Cue's Burgers & More,US,4,05,00,20,00
Cue's Burgers & More,US,5,05,00,20,00
Cue's Burgers & More,US,6,06,00,14,00
Cyclone Anaya's Mexican Kitchen,US,0,11,00,22,00
Cyclone Anaya's Mexican Kitchen,US,1,11,00,22,00
Cyclone Anaya's Mexican Kitchen,US,2,11,00,22,00
Cyclone Anaya's Mexican Kitchen,US,3,11,00,22,00
Cyclone Anaya's Mexican Kitchen,US,4,11,00,00,00
Cyclone Anaya's Mexican Kitchen,US,5,10,00,00,00
Cyclone Anaya's Mexican Kitchen,US,6,10,00,21,00
D & T Drive Inn,US,0,15,00,00,00
D & T Drive Inn,US,1,15,00,00,00
D & T Drive Inn,US,2,15,00,00,00
D & T Drive Inn,US,3,15,00,00,00
D & T Drive Inn,US,4,12,00,00,00
D & T Drive Inn,US,5,12,00,01,00
D & T Drive Inn,US,6,12,00,00,00
Dacapos,US,0,11,00,18,00
Dacapos,US,1,11,00,18,00
Dacapos,US,2,11,00,18,00
Dacapos,US,3,11,00,18,00
Dacapos,US,4,11,00,18,00
Dacapos,US,5,10,00,17,00
Dak & Bop,US,0,11,30,14,30
Dak & Bop,US,0,17,00,22,00
Dak & Bop,US,1,11,30,14,30
Dak & Bop,US,1,17,00,22,00
Dak & Bop,US,2,11,30,14,30
Dak & Bop,US,2,17,00,22,00
Dak & Bop,US,3,11,30,14,30
Dak & Bop,US,3,17,00,22,00
Dak & Bop,US,4,11,30,22,00
Dak & Bop,US,5,11,30,22,00
Dak & Bop,US,6,11,30,15,30
Davis St at Hermann Park,US,0,16,00,21,00
Davis St at Hermann Park,US,1,16,00,21,00
Davis St at Hermann Park,US,2,16,00,21,00
Davis St at Hermann Park,US,3,16,00,21,00
Davis St at Hermann Park,US,4,16,00,22,00
Davis St at Hermann Park,US,5,16,00,22,00
Davis St at Hermann Park,US,6,11,00,19,00
Dinner Bell,US,0,11,00,19,00
Dinner Bell,US,1,11,00,19,00
Dinner Bell,US,2,11,00,19,00
Dinner Bell,US,3,11,00,19,00
Dinner Bell,US,4,11,00,19,00
Dinner Bell,US,6,11,00,17,00
Dish Society,US,0,07,00,22,00
Dish Society,US,1,07,00,22,00
Dish Society,US,2,07,00,22,00
Dish Society,US,3,07,00,22,00
Dish Society,US,4,07,00,22,00
Dish Society,US,5,07,00,22,00
Dish Society,US,6,08,00,21,00
District 7 Pizzeria,US,0,10,30,21,00
District 7 Pizzeria,US,1,10,30,21,00
District 7 Pizzeria,US,2,10,30,21,00
District 7 Pizzeria,US,3,10,30,22,00
District 7 Pizzeria,US,4,10,30,22,00
District 7 Pizzeria,US,5,10,30,22,00
District 7 Pizzeria,US,6,10,30,22,00
Doc's Motorworks Bar & Grill,US,0,11,00,00,00
Doc's Motorworks Bar & Grill,US,1,11,00,00,00
Doc's Motorworks Bar & Grill,US,2,11,00,00,00
Doc's Motorworks Bar & Grill,US,3,11,00,00,00
Doc's Motorworks Bar & Grill,US,4,11,00,02,00
Doc's Motorworks Bar & Grill,US,5,11,00,02,00
Doc's Motorworks Bar & Grill,US,6,11,00,00,00
Dolce Vita,US,1,17,00,22,00
Dolce Vita,US,2,17,00,22,00
Dolce Vita,US,3,17,00,22,00
Dolce Vita,US,4,17,00,23,00
Dolce Vita,US,5,11,30,23,00
Dolce Vita,US,6,11,30,22,00
Dona Maria,US,1,07,00,13,30
Dona Maria,US,2,07,00,13,30
Dona Maria,US,3,07,00,13,30
Dona Maria,US,4,07,00,13,30
Dona Maria,US,5,07,30,13,30
Dona Maria,US,6,07,30,13,30
Doshi House Café,US,0,08,00,20,00
Doshi House Café,US,1,08,00,20,00
Doshi House Café,US,2,08,00,20,00
Doshi House Café,US,3,08,00,20,00
Doshi House Café,US,4,08,00,20,00
Doshi House Café,US,5,11,00,20,00
Double Apple Grill,US,0,16,00,01,00
Double Apple Grill,US,1,16,00,01,00
Double Apple Grill,US,2,16,00,01,00
Double Apple Grill,US,3,16,00,01,00
Double Apple Grill,US,4,16,00,02,00
Double Apple Grill,US,5,16,00,02,00
Double Apple Grill,US,6,16,00,01,00
Down House,US,0,09,00,22,00
Down House,US,1,09,00,22,00
Down House,US,2,09,00,22,00
Down House,US,3,09,00,22,00
Down House,US,4,09,00,23,00
Down House,US,5,09,00,23,00
Down House,US,6,09,00,21,00
Down the Street,US,0,14,00,00,00
Down the Street,US,1,14,00,00,00
Down the Street,US,2,14,00,00,00
Down the Street,US,3,14,00,02,00
Down the Street,US,4,12,00,02,00
Down the Street,US,5,09,00,02,00
Down the Street,US,6,09,00,00,00
Drew's BBQ,US,2,11,00,16,00
Drew's BBQ,US,3,11,00,19,00
Drew's BBQ,US,4,11,00,21,00
Drew's BBQ,US,5,11,00,21,00
Drew's BBQ,US,6,12,00,16,00
Dögarz Döner,US,0,10,00,21,00
Dögarz Döner,US,1,10,00,21,00
Dögarz Döner,US,2,10,00,21,00
Dögarz Döner,US,3,10,00,21,00
Dögarz Döner,US,4,10,00,22,00
Dögarz Döner,US,5,10,00,22,00
Dögarz Döner,US,6,10,00,21,00
Eight Row Flint,US,0,14,00,00,00
Eight Row Flint,US,1,14,00,00,00
Eight Row Flint,US,2,14,00,00,00
Eight Row Flint,US,3,14,00,00,00
Eight Row Flint,US,4,14,00,02,00
Eight Row Flint,US,5,12,00,02,00
Eight Row Flint,US,6,12,00,00,00
Ekko's Greek American Deli,US,0,07,00,22,00
Ekko's Greek American Deli,US,1,07,00,22,00
Ekko's Greek American Deli,US,2,07,00,22,00
Ekko's Greek American Deli,US,3,07,00,22,00
Ekko's Greek American Deli,US,4,07,00,22,00
Ekko's Greek American Deli,US,5,07,00,22,00
Ekko's Greek American Deli,US,6,11,00,20,00
El Burro & The Bull,US,0,11,00,00,00
El Burro & The Bull,US,1,11,00,00,00
El Burro & The Bull,US,2,11,00,00,00
El Burro & The Bull,US,3,11,00,02,00
El Burro & The Bull,US,4,11,00,03,00
El Burro & The Bull,US,5,11,00,03,00
El Burro & The Bull,US,6,11,00,00,00
El Greco Kitchen & Grill,US,0,11,00,20,30
El Greco Kitchen & Grill,US,1,11,00,20,30
El Greco Kitchen & Grill,US,2,11,00,20,30
El Greco Kitchen & Grill,US,3,11,00,20,30
El Greco Kitchen & Grill,US,4,11,00,20,30
El Greco Kitchen & Grill,US,5,11,00,19,00
El Real Tex-Mex Cafe,US,0,11,00,22,00
El Real Tex-Mex Cafe,US,1,11,00,22,00
El Real Tex-Mex Cafe,US,2,11,00,22,00
El Real Tex-Mex Cafe,US,3,11,00,23,00
El Real Tex-Mex Cafe,US,4,11,00,00,00
El Real Tex-Mex Cafe,US,5,11,00,00,00
El Real Tex-Mex Cafe,US,6,10,00,22,00
El Tiempo Cantina,US,0,11,00,21,00
El Tiempo Cantina,US,1,11,00,21,00
El Tiempo Cantina,US,2,11,00,22,00
El Tiempo Cantina,US,3,11,00,22,00
El Tiempo Cantina,US,4,11,00,23,00
El Tiempo Cantina,US,5,09,30,23,00
El Tiempo Cantina,US,6,09,30,21,00
El Tiempo Cantina,US,0,11,00,22,00
El Tiempo Cantina,US,1,11,00,22,00
El Tiempo Cantina,US,2,11,00,22,00
El Tiempo Cantina,US,3,11,00,22,00
El Tiempo Cantina,US,4,11,00,22,00
El Tiempo Cantina,US,5,09,00,23,00
El Tiempo Cantina,US,6,09,00,22,00
El Topo,US,2,11,00,14,00
El Topo,US,3,07,00,14,00
El Topo,US,4,07,00,14,00
El Topo,US,5,07,00,14,00
Elevation Burger,US,0,10,30,00,00
Elevation Burger,US,1,10,30,00,00
Elevation Burger,US,2,10,30,00,00
Elevation Burger,US,3,10,30,04,00
Elevation Burger,US,4,10,30,04,00
Elevation Burger,US,5,10,30,04,00
Elevation Burger,US,6,10,30,00,00
Empire Cafe,US,0,07,30,22,00
Empire Cafe,US,1,07,30,22,00
Empire Cafe,US,2,07,30,22,00
Empire Cafe,US,3,07,30,22,00
Empire Cafe,US,4,07,30,23,00
Empire Cafe,US,5,07,30,23,00
Empire Cafe,US,6,07,30,22,00
EQ Heights,US,0,07,00,21,00
EQ Heights,US,1,07,00,21,00
EQ Heights,US,2,07,00,21,00
EQ Heights,US,3,07,00,21,00
EQ Heights,US,4,07,00,21,00
EQ Heights,US,5,07,00,21,00
EQ Heights,US,6,07,00,21,00
Esther's Cajun Cafe & Soul Food,US,0,11,00,20,00
Esther's Cajun Cafe & Soul Food,US,1,11,00,20,00
Esther's Cajun Cafe & Soul Food,US,2,11,00,20,00
Esther's Cajun Cafe & Soul Food,US,3,11,00,20,00
Esther's Cajun Cafe & Soul Food,US,4,11,00,20,00
Esther's Cajun Cafe & Soul Food,US,5,11,00,20,00
Esther's Cajun Cafe & Soul Food,US,6,11,00,19,30
EurAsia Fusion Sushi,US,0,11,00,21,30
EurAsia Fusion Sushi,US,1,11,00,21,30
EurAsia Fusion Sushi,US,2,11,00,21,30
EurAsia Fusion Sushi,US,3,11,00,21,30
EurAsia Fusion Sushi,US,4,11,00,22,00
EurAsia Fusion Sushi,US,5,12,00,22,00
Fadi's Meyerland Mediterranean Grill,US,0,11,00,21,00
Fadi's Meyerland Mediterranean Grill,US,1,11,00,21,00
Fadi's Meyerland Mediterranean Grill,US,2,11,00,21,00
Fadi's Meyerland Mediterranean Grill,US,3,11,00,21,00
Fadi's Meyerland Mediterranean Grill,US,4,11,00,22,00
Fadi's Meyerland Mediterranean Grill,US,5,11,00,22,00
Fadi's Meyerland Mediterranean Grill,US,6,11,00,21,00
Fainmous BBQ,US,1,11,00,20,00
Fainmous BBQ,US,2,11,00,20,00
Fainmous BBQ,US,3,11,00,20,00
Fainmous BBQ,US,4,11,00,21,00
Fainmous BBQ,US,5,11,00,21,00
Fajita Pete's,US,0,11,00,22,00
Fajita Pete's,US,1,11,00,22,00
Fajita Pete's,US,2,11,00,22,00
Fajita Pete's,US,3,11,00,22,00
Fajita Pete's,US,4,11,00,23,00
Fajita Pete's,US,5,11,00,23,00
Fajita Pete's,US,6,11,00,22,00
Fajitas A Go Go,US,0,11,00,21,00
Fajitas A Go Go,US,1,11,00,21,00
Fajitas A Go Go,US,2,11,00,21,00
Fajitas A Go Go,US,3,11,00,21,00
Fajitas A Go Go,US,4,11,00,22,00
Fajitas A Go Go,US,5,11,00,22,00
Fajitas A Go Go,US,6,11,00,21,00
Fat Bao,US,0,11,00,22,00
Fat Bao,US,1,11,00,22,00
Fat Bao,US,2,11,00,22,00
Fat Bao,US,3,11,00,22,00
Fat Bao,US,4,11,00,22,00
Fat Bao,US,5,11,00,22,00
Fat Bao,US,6,12,00,21,00
Federal American Grill,US,0,11,00,22,00
Federal American Grill,US,1,11,00,22,00
Federal American Grill,US,2,11,00,22,00
Federal American Grill,US,3,11,00,22,00
Federal American Grill,US,4,11,00,23,00
Federal American Grill,US,5,11,00,23,00
Federal American Grill,US,6,11,00,15,00
Federal American Grill,US,6,16,00,21,00
Fellini Caffè,US,0,07,00,22,00
Fellini Caffè,US,1,07,00,22,00
Fellini Caffè,US,2,07,00,22,00
Fellini Caffè,US,3,07,00,22,00
Fellini Caffè,US,4,07,00,22,00
Fellini Caffè,US,5,08,00,22,00
Fellini Caffè,US,6,08,00,20,00
Fit Fuel,US,0,07,00,22,00
Fit Fuel,US,1,07,00,22,00
Fit Fuel,US,2,07,00,22,00
Fit Fuel,US,3,07,00,22,00
Fit Fuel,US,4,07,00,22,00
Fit Fuel,US,5,09,00,22,00
Fit Fuel,US,6,09,00,21,00
Flip 'n Patties,US,0,16,00,22,00
Flip 'n Patties,US,1,11,00,15,00
Flip 'n Patties,US,1,16,00,01,00
Flip 'n Patties,US,2,11,00,15,00
Flip 'n Patties,US,2,16,00,22,00
Flip 'n Patties,US,3,11,00,15,00
Flip 'n Patties,US,3,16,00,22,00
Flip 'n Patties,US,4,11,00,15,00
Flip 'n Patties,US,4,17,00,22,00
Flip 'n Patties,US,5,12,00,22,00
FLO Paris French Bakery-Cafe,US,0,07,00,20,00
FLO Paris French Bakery-Cafe,US,1,07,00,20,00
FLO Paris French Bakery-Cafe,US,2,07,00,20,00
FLO Paris French Bakery-Cafe,US,3,07,00,20,00
FLO Paris French Bakery-Cafe,US,4,07,00,20,00
FLO Paris French Bakery-Cafe,US,5,07,00,20,00
FLO Paris French Bakery-Cafe,US,6,07,00,20,00
Foreign Correspondents,US,0,17,00,22,00
Foreign Correspondents,US,1,17,00,22,00
Foreign Correspondents,US,2,17,00,22,00
Foreign Correspondents,US,3,17,00,23,00
Foreign Correspondents,US,4,17,00,23,00
Foreign Correspondents,US,5,17,00,23,00
Foreign Correspondents,US,6,17,00,22,00
Foreign Policy,US,4,11,00,14,00
Foundation Room,US,1,17,00,00,00
Foundation Room,US,2,17,00,00,00
Foundation Room,US,3,17,00,00,00
Foundation Room,US,4,17,00,01,00
Foundation Room,US,5,17,00,01,00
Fountain View Fish Market,US,0,11,00,19,00
Fountain View Fish Market,US,1,11,00,19,00
Fountain View Fish Market,US,2,11,00,19,00
Fountain View Fish Market,US,3,11,00,19,00
Fountain View Fish Market,US,4,11,00,19,00
Fountain View Fish Market,US,5,11,00,19,00
Frank's Americana Revival,US,0,11,00,21,00
Frank's Americana Revival,US,1,11,00,21,00
Frank's Americana Revival,US,2,11,00,21,00
Frank's Americana Revival,US,3,11,00,21,00
Frank's Americana Revival,US,4,11,00,22,00
Frank's Americana Revival,US,5,17,00,22,00
Frank's Americana Revival,US,6,17,00,21,00
Frank's Grill,US,0,05,00,14,30
Frank's Grill,US,1,05,00,14,30
Frank's Grill,US,2,05,00,14,30
Frank's Grill,US,3,05,00,14,30
Frank's Grill,US,4,05,00,14,30
Frank's Grill,US,5,05,00,14,30
Frank's Grill,US,6,07,00,14,30
Frank's Pizza,US,0,11,00,22,00
Frank's Pizza,US,1,11,00,22,00
Frank's Pizza,US,2,11,00,22,00
Frank's Pizza,US,3,11,00,01,00
Frank's Pizza,US,4,11,00,03,00
Frank's Pizza,US,5,11,00,03,00
Frank's Pizza,US,6,11,00,22,00
Frenchy's Chicken,US,0,10,00,01,00
Frenchy's Chicken,US,1,10,00,01,00
Frenchy's Chicken,US,2,10,00,01,00
Frenchy's Chicken,US,3,10,00,01,00
Frenchy's Chicken,US,4,10,00,03,00
Frenchy's Chicken,US,5,10,00,03,00
Frenchy's Chicken,US,6,10,00,01,00
Fusion Taco,US,0,11,00,21,00
Fusion Taco,US,1,11,00,21,00
Fusion Taco,US,2,11,00,21,00
Fusion Taco,US,3,11,00,21,00
Fusion Taco,US,4,11,00,23,00
Fusion Taco,US,5,11,00,23,00
Gabriel's Soulfood & Smoked Meats,US,0,17,00,01,00
Gabriel's Soulfood & Smoked Meats,US,1,17,00,01,00
Gabriel's Soulfood & Smoked Meats,US,2,17,00,01,00
Gabriel's Soulfood & Smoked Meats,US,3,17,00,01,00
Gabriel's Soulfood & Smoked Meats,US,4,17,00,01,00
Gabriel's Soulfood & Smoked Meats,US,5,17,00,01,00
Garden Kitchen,US,0,11,00,17,00
Garden Kitchen,US,1,11,00,20,00
Garden Kitchen,US,2,11,00,20,00
Garden Kitchen,US,3,11,00,20,00
Garden Kitchen,US,4,11,00,20,00
Garden Kitchen,US,5,11,00,20,00
Gatlin's BBQ,US,0,11,00,15,00
Gatlin's BBQ,US,0,17,00,21,00
Gatlin's BBQ,US,1,11,00,15,00
Gatlin's BBQ,US,1,17,00,21,00
Gatlin's BBQ,US,2,11,00,15,00
Gatlin's BBQ,US,2,17,00,21,00
Gatlin's BBQ,US,3,11,00,15,00
Gatlin's BBQ,US,3,17,00,21,00
Gatlin's BBQ,US,4,11,00,15,00
Gatlin's BBQ,US,4,17,00,21,00
Gatlin's BBQ,US,5,11,00,21,00
Giacomo's Cibo e Vino,US,1,11,30,22,00
Giacomo's Cibo e Vino,US,2,11,30,22,00
Giacomo's Cibo e Vino,US,3,11,30,22,00
Giacomo's Cibo e Vino,US,4,11,30,22,00
Giacomo's Cibo e Vino,US,5,11,30,22,00
Ginger & Fork,US,1,11,00,22,00
Ginger & Fork,US,2,11,00,22,00
Ginger & Fork,US,3,11,00,22,00
Ginger & Fork,US,4,11,00,23,00
Ginger & Fork,US,5,11,00,23,00
Ginger & Fork,US,6,11,00,15,00
Glass Wall,US,1,17,00,21,00
Glass Wall,US,2,17,00,21,00
Glass Wall,US,3,17,00,21,00
Glass Wall,US,4,17,00,22,00
Glass Wall,US,5,17,00,22,00
Glass Wall,US,6,11,00,15,00
Glass Wall,US,6,17,00,21,00
Gloria's Latin Cuisine,US,0,11,00,22,00
Gloria's Latin Cuisine,US,1,11,00,22,00
Gloria's Latin Cuisine,US,2,11,00,22,00
Gloria's Latin Cuisine,US,3,11,00,22,00
Gloria's Latin Cuisine,US,4,11,00,02,00
Gloria's Latin Cuisine,US,5,11,00,02,00
Gloria's Latin Cuisine,US,6,11,00,22,00
Golden Chick,US,0,11,00,22,00
Golden Chick,US,1,11,00,22,00
Golden Chick,US,2,11,00,22,00
Golden Chick,US,3,11,00,22,00
Golden Chick,US,4,11,00,22,00
Golden Chick,US,5,11,00,22,00
Golden Chick,US,6,11,00,22,00
Golden Wok,US,0,11,00,22,00
Golden Wok,US,1,11,00,22,00
Golden Wok,US,2,11,00,22,00
Golden Wok,US,3,11,00,22,00
Golden Wok,US,4,11,00,22,00
Golden Wok,US,5,11,00,22,00
Golden Wok,US,6,11,00,22,00
Good Dog Houston,US,1,11,00,23,00
Good Dog Houston,US,2,11,00,23,00
Good Dog Houston,US,3,11,00,23,00
Good Dog Houston,US,4,11,00,23,00
Good Dog Houston,US,5,11,00,23,00
Good Dog Houston,US,6,11,00,23,00
Goode Company Seafood,US,0,11,00,22,00
Goode Company Seafood,US,1,11,00,22,00
Goode Company Seafood,US,2,11,00,22,00
Goode Company Seafood,US,3,11,00,22,00
Goode Company Seafood,US,4,11,00,23,00
Goode Company Seafood,US,5,11,00,23,00
Goode Company Seafood,US,6,11,00,22,00
Goode Company Armadillo Palace,US,1,11,00,23,00
Goode Company Armadillo Palace,US,2,11,00,00,00
Goode Company Armadillo Palace,US,3,11,00,00,00
Goode Company Armadillo Palace,US,4,11,00,02,00
Goode Company Armadillo Palace,US,5,16,00,02,00
Gorditas Aguascalientes,US,0,07,00,03,00
Gorditas Aguascalientes,US,1,07,00,03,00
Gorditas Aguascalientes,US,2,07,00,03,00
Gorditas Aguascalientes,US,3,07,00,03,00
Gorditas Aguascalientes,US,4,07,00,04,00
Gorditas Aguascalientes,US,5,07,00,04,00
Gorditas Aguascalientes,US,6,07,00,04,00
Grand Lux Cafe,US,0,11,00,23,00
Grand Lux Cafe,US,1,11,00,23,00
Grand Lux Cafe,US,2,11,00,23,00
Grand Lux Cafe,US,3,11,00,23,00
Grand Lux Cafe,US,4,11,00,00,00
Grand Lux Cafe,US,5,10,00,00,00
Grand Lux Cafe,US,6,10,00,22,00
GrindHouse,US,0,05,30,17,00
GrindHouse,US,1,05,30,17,00
GrindHouse,US,2,05,30,17,00
GrindHouse,US,3,05,30,17,00
GrindHouse,US,4,05,30,17,00
GrindHouse,US,5,05,30,14,00
GUAD Texas Chef Mex,US,0,11,00,22,00
GUAD Texas Chef Mex,US,1,11,00,22,00
GUAD Texas Chef Mex,US,2,11,00,22,00
GUAD Texas Chef Mex,US,3,11,00,22,00
GUAD Texas Chef Mex,US,4,11,00,23,00
GUAD Texas Chef Mex,US,5,11,00,23,00
GUAD Texas Chef Mex,US,6,11,00,22,00
Guadalajara Del Centro,US,0,11,00,22,00
Guadalajara Del Centro,US,1,11,00,22,00
Guadalajara Del Centro,US,2,11,00,22,00
Guadalajara Del Centro,US,3,11,00,22,00
Guadalajara Del Centro,US,4,11,00,23,00
Guadalajara Del Centro,US,5,11,00,23,00
Guadalajara Del Centro,US,6,12,00,21,00
Gumbo Jeaux's,US,0,11,00,21,00
Gumbo Jeaux's,US,1,11,00,21,00
Gumbo Jeaux's,US,2,11,00,21,00
Gumbo Jeaux's,US,3,11,00,21,00
Gumbo Jeaux's,US,4,11,00,21,00
Gumbo Jeaux's,US,5,11,00,21,00
Gumbo Jeaux's,US,0,11,00,20,30
Gumbo Jeaux's,US,1,11,00,20,30
Gumbo Jeaux's,US,2,11,00,20,30
Gumbo Jeaux's,US,3,11,00,20,30
Gumbo Jeaux's,US,4,11,00,20,30
Gusto Gourmet,US,0,09,00,19,00
Gusto Gourmet,US,1,09,00,19,00
Gusto Gourmet,US,2,09,00,19,00
Gusto Gourmet,US,3,09,00,21,00
Gusto Gourmet,US,4,09,00,21,00
Gusto Gourmet,US,5,09,00,21,00
Gusto Gourmet,US,6,10,00,14,00
Guy's Meat Market,US,1,09,30,17,30
Guy's Meat Market,US,2,09,30,17,30
Guy's Meat Market,US,3,09,30,17,30
Guy's Meat Market,US,4,09,30,17,30
Guy's Meat Market,US,5,09,00,16,00
Gyu-Kaku Japanese BBQ,US,0,10,30,22,30
Gyu-Kaku Japanese BBQ,US,1,10,30,22,30
Gyu-Kaku Japanese BBQ,US,2,10,30,22,30
Gyu-Kaku Japanese BBQ,US,3,10,30,22,30
Gyu-Kaku Japanese BBQ,US,4,10,30,23,30
Gyu-Kaku Japanese BBQ,US,5,11,00,23,30
Gyu-Kaku Japanese BBQ,US,6,11,00,21,30
HS Green,US,0,11,00,21,00
HS Green,US,1,11,00,21,00
HS Green,US,2,11,00,21,00
HS Green,US,3,11,00,21,00
HS Green,US,4,11,00,21,00
HS Green,US,5,11,00,21,00
Habanera And The Gringo,US,0,11,00,22,00
Habanera And The Gringo,US,1,11,00,22,00
Habanera And The Gringo,US,2,11,00,22,00
Habanera And The Gringo,US,3,11,00,22,00
Habanera And The Gringo,US,4,11,00,23,00
Habanera And The Gringo,US,5,12,00,23,00
Habanera And The Gringo,US,6,12,00,22,00
Happy Endings,US,0,11,00,15,00
Happy Endings,US,1,11,00,15,00
Happy Endings,US,2,11,00,15,00
Happy Endings,US,3,11,00,15,00
Happy Endings,US,4,11,00,15,00
Happy Endings,US,5,11,00,21,00
Happy Fatz,US,1,08,00,21,00
Happy Fatz,US,2,08,00,21,00
Happy Fatz,US,3,08,00,21,00
Happy Fatz,US,4,08,00,22,00
Happy Fatz,US,5,08,00,22,00
Happy Fatz,US,6,08,00,21,00
Harold's,US,1,11,00,21,00
Harold's,US,2,11,00,21,00
Harold's,US,3,11,00,22,00
Harold's,US,4,11,00,22,00
Harold's,US,5,10,00,22,00
Harold's,US,6,10,00,20,00
Harry's Restaurant,US,0,06,00,14,30
Harry's Restaurant,US,1,06,00,14,30
Harry's Restaurant,US,2,06,00,14,30
Harry's Restaurant,US,3,06,00,14,30
Harry's Restaurant,US,4,06,00,14,30
Harry's Restaurant,US,5,07,00,15,00
Harry's Restaurant,US,6,07,00,15,00
Harvest Organic Grille,US,0,11,00,22,00
Harvest Organic Grille,US,1,11,00,22,00
Harvest Organic Grille,US,2,11,00,22,00
Harvest Organic Grille,US,3,11,00,22,00
Harvest Organic Grille,US,4,11,00,23,00
Harvest Organic Grille,US,5,11,00,23,00
Harvest Organic Grille,US,6,11,00,22,00
Healthy Cow Pizza,US,0,11,00,00,00
Healthy Cow Pizza,US,1,11,00,00,00
