Name,Country Code,Day of Week,Start Time,End Time
Grand Bar & Bistro,AU,3,1100,2300
Grand Bar & Bistro,AU,4,1100,0000
Grand Bar & Bistro,AU,5,1700,0000
Grill & Chill,AU,1,1145,1430
Grill & Chill,AU,1,1700,2130
Grill & Chill,AU,2,1130,1430
Grill & Chill,AU,2,1700,2130
Grill & Chill,AU,3,1130,1230
Grill & Chill,AU,3,1700,2130
Grill & Chill,AU,4,1130,1430
Grill & Chill,AU,4,1700,2200
Grill & Chill,AU,5,1700,2200
Grill & Chill,AU,6,1700,2130
Grill'd,AU,0,1100,2200
Grill'd,AU,1,1100,2200
Grill'd,AU,2,1100,2200
Grill'd,AU,3,1100,2200
Grill'd,AU,4,1100,0000
Grill'd,AU,5,1100,2300
Grill'd,AU,6,1100,2200
Grosvenor Hotel,AU,0,1100,2300
Grosvenor Hotel,AU,1,1100,2300
Grosvenor Hotel,AU,2,1100,2300
Grosvenor Hotel,AU,3,1100,2300
Grosvenor Hotel,AU,4,1100,2300
Grosvenor Hotel,AU,5,1100,2300
Grosvenor Hotel,AU,6,1100,2300
Haynes Street Larder,AU,0,0700,1600
Haynes Street Larder,AU,1,0700,1600
Haynes Street Larder,AU,2,0700,1600
Haynes Street Larder,AU,3,0700,1600
Haynes Street Larder,AU,4,0700,1600
Haynes Street Larder,AU,5,0800,1500
Haynes Street Larder,AU,6,0800,1500
Henry on Eighth,AU,0,0700,2300
Henry on Eighth,AU,1,0700,2300
Henry on Eighth,AU,2,0700,2300
Henry on Eighth,AU,3,0700,2300
Henry on Eighth,AU,4,0700,2300
Henry on Eighth,AU,5,0700,2300
Henry on Eighth,AU,6,0700,2300
Henry Saw,AU,0,0730,1430
Henry Saw,AU,1,0730,1430
Henry Saw,AU,2,0730,1430
Henry Saw,AU,3,0730,1430
Henry Saw,AU,4,0730,1430
Henry Saw,AU,5,0800,1430
Henry Saw,AU,6,1000,1430
Hot Star Large Fried Chicken,AU,0,1100,2000
Hot Star Large Fried Chicken,AU,1,1100,2000
Hot Star Large Fried Chicken,AU,2,1100,2000
Hot Star Large Fried Chicken,AU,3,1100,2000
Hot Star Large Fried Chicken,AU,4,1100,2100
Hot Star Large Fried Chicken,AU,5,1100,2000
Hot Star Large Fried Chicken,AU,6,1100,1800
Hylin,AU,0,0630,1500
Hylin,AU,1,0630,1500
Hylin,AU,2,0630,1500
Hylin,AU,3,0630,1500
Hylin,AU,4,0630,1500
Hylin,AU,5,0630,1500
Indonesia Indah Restaurant,AU,0,1700,2100
Indonesia Indah Restaurant,AU,1,1700,2100
Indonesia Indah Restaurant,AU,2,1700,2100
Indonesia Indah Restaurant,AU,3,1700,2100
Indonesia Indah Restaurant,AU,4,1700,2100
Indonesia Indah Restaurant,AU,5,1700,2100
Indonesia Indah Restaurant,AU,6,1700,2100
Infinity Cafe,AU,0,0630,1700
Infinity Cafe,AU,1,0630,1700
Infinity Cafe,AU,2,0630,1700
Infinity Cafe,AU,3,0630,1700
Infinity Cafe,AU,4,0630,1700
Infinity Cafe,AU,5,0630,1500
Insan's Cafe,AU,0,1130,1930
Insan's Cafe,AU,1,1130,1930
Insan's Cafe,AU,2,1130,1930
Insan's Cafe,AU,3,1130,1930
Insan's Cafe,AU,4,1130,2100
Insan's Cafe,AU,5,1130,1800
Insan's Cafe,AU,6,1130,1800
Isle of Voyage,AU,0,0800,1600
Isle of Voyage,AU,1,0800,1600
Isle of Voyage,AU,2,0800,1600
Isle of Voyage,AU,3,0800,1600
Isle of Voyage,AU,4,0800,1600
Isle of Voyage,AU,5,0800,1600
Isle of Voyage,AU,6,0800,1600
Istanbul Cafe 2,AU,0,1800,0200
Istanbul Cafe 2,AU,1,1800,0200
Istanbul Cafe 2,AU,2,1800,0200
Istanbul Cafe 2,AU,3,1800,0200
Istanbul Cafe 2,AU,4,1800,0400
Istanbul Cafe 2,AU,5,1800,0400
Istanbul Cafe 2,AU,6,1800,0200
Ivy & Jack,AU,0,0630,1030
Ivy & Jack,AU,0,1130,2200
Ivy & Jack,AU,1,0630,1030
Ivy & Jack,AU,1,1130,2200
Ivy & Jack,AU,2,0630,1030
Ivy & Jack,AU,2,1130,2200
Ivy & Jack,AU,3,0630,1030
Ivy & Jack,AU,3,1130,2200
Ivy & Jack,AU,4,0630,1030
Ivy & Jack,AU,4,1130,2200
Ivy & Jack,AU,5,0630,1030
Ivy & Jack,AU,5,1130,2200
Ivy & Jack,AU,6,0630,1030
Ivy & Jack,AU,6,1130,2200
Jaws Restaurant,AU,0,1130,1800
Jaws Restaurant,AU,1,1130,1800
Jaws Restaurant,AU,2,1130,1800
Jaws Restaurant,AU,3,1130,1800
Jaws Restaurant,AU,4,1130,2100
Jaws Restaurant,AU,5,1130,1730
Jaws Restaurant,AU,6,1130,1730
Jaws Town Hall,AU,0,1130,1500
Jaws Town Hall,AU,1,1130,1500
Jaws Town Hall,AU,2,1130,1500
Jaws Town Hall,AU,3,1130,1500
Jaws Town Hall,AU,3,1730,2100
Jaws Town Hall,AU,4,1130,1500
Jaws Town Hall,AU,4,1730,2100
Jaws Town Hall,AU,5,1130,1500
Jaws Town Hall,AU,5,1730,2100
Jaws Town Hall,AU,6,1130,1730
Jongga Tofu Soup,AU,0,1130,2100
Jongga Tofu Soup,AU,1,1130,2100
Jongga Tofu Soup,AU,2,1130,2100
Jongga Tofu Soup,AU,3,1130,2100
Jongga Tofu Soup,AU,4,1130,2100
Jongga Tofu Soup,AU,5,0800,2100
Jongga Tofu Soup,AU,6,0800,2100
King Star Sushi,AU,0,1000,0330
King Star Sushi,AU,1,1100,0300
King Star Sushi,AU,2,1100,0300
King Star Sushi,AU,3,1100,0300
King Star Sushi,AU,4,1100,0500
King Star Sushi,AU,5,1000,0500
La Veen Coffee & Kitchen,AU,0,0700,1500
La Veen Coffee & Kitchen,AU,1,0700,1500
La Veen Coffee & Kitchen,AU,2,0700,1500
La Veen Coffee & Kitchen,AU,3,0700,1500
La Veen Coffee & Kitchen,AU,4,0700,1500
La Veen Coffee & Kitchen,AU,5,0700,1500
La Veen Coffee & Kitchen,AU,6,0800,1300
Little Angel,AU,0,0630,1430
Little Angel,AU,1,0630,1430
Little Angel,AU,2,0630,1430
Little Angel,AU,3,0630,1430
Little Angel,AU,4,0630,1430
Magic Apple,AU,0,0630,1600
Magic Apple,AU,1,0630,1600
Magic Apple,AU,2,0630,1600
Magic Apple,AU,3,0630,1600
Magic Apple,AU,4,0630,1600
Magic Apple,AU,5,0800,1300
Maruzzella,AU,1,0630,2300
Maruzzella,AU,2,0630,2300
Maruzzella,AU,3,0630,2300
Maruzzella,AU,4,0630,2300
Maruzzella,AU,5,0800,2300
Maruzzella,AU,6,0800,2300
Matsuri,AU,0,1200,1430
Matsuri,AU,0,1800,2200
Matsuri,AU,1,1200,1430
Matsuri,AU,1,1800,2200
Matsuri,AU,2,1200,1430
Matsuri,AU,2,1800,2200
Matsuri,AU,3,1200,1430
Matsuri,AU,3,1800,2200
Matsuri,AU,4,1200,1430
Matsuri,AU,4,1800,2200
Matsuri,AU,5,1800,2200
Maurizio Restaurant & Events Catering,AU,1,0900,0000
Maurizio Restaurant & Events Catering,AU,2,0900,0000
Maurizio Restaurant & Events Catering,AU,3,0900,0000
Maurizio Restaurant & Events Catering,AU,4,0900,0000
Maurizio Restaurant & Events Catering,AU,5,1700,0000
Maurizio Restaurant & Events Catering,AU,6,1700,0000
Maya Masala,AU,0,0900,1700
Maya Masala,AU,1,0900,1700
Maya Masala,AU,2,0900,1700
Maya Masala,AU,3,0900,1700
Maya Masala,AU,4,0900,1700
Maya Masala,AU,5,0900,1700
Millioncino,AU,0,0700,1400
Millioncino,AU,0,1730,2130
Millioncino,AU,1,0700,1400
Millioncino,AU,1,1730,2130
Millioncino,AU,2,0700,1400
Millioncino,AU,2,1730,2130
Millioncino,AU,3,0700,1400
Millioncino,AU,3,1730,2130
Millioncino,AU,4,0700,1400
Millioncino,AU,4,1730,2200
Millioncino,AU,5,0800,1200
Millioncino,AU,5,1730,2200
Millioncino,AU,6,1730,2100
Miss Maud Smorgasbord Restaurant,AU,0,0700,2100
Miss Maud Smorgasbord Restaurant,AU,1,0700,2100
Miss Maud Smorgasbord Restaurant,AU,2,0700,2100
Miss Maud Smorgasbord Restaurant,AU,3,0700,2100
Miss Maud Smorgasbord Restaurant,AU,4,0700,2130
Miss Maud Smorgasbord Restaurant,AU,5,0700,2130
Miss Maud Smorgasbord Restaurant,AU,6,0700,2100
Miss Maud Swedish Pastry Houses,AU,0,0730,1730
Miss Maud Swedish Pastry Houses,AU,1,0730,1730
Miss Maud Swedish Pastry Houses,AU,2,0730,1730
Miss Maud Swedish Pastry Houses,AU,3,0730,1730
Miss Maud Swedish Pastry Houses,AU,4,0730,1730
Miss Maud Swedish Pastry Houses,AU,5,0830,1700
Miss Maud Swedish Pastry Houses,AU,6,1000,1500
MIX,AU,0,1130,1530
MIX,AU,1,1130,1530
MIX,AU,2,1130,1530
MIX,AU,3,1130,1530
MIX,AU,4,1130,1900
MIX,AU,5,1130,1530
Moana Coffee,AU,0,0700,1600
Moana Coffee,AU,1,0700,1600
Moana Coffee,AU,2,0700,1600
Moana Coffee,AU,3,0700,1600
Moana Coffee,AU,4,0700,1600
Moana Coffee,AU,5,1000,1500
Moana Coffee,AU,6,1100,1600
My Place,AU,0,1000,2200
My Place,AU,1,1000,2200
My Place,AU,2,1000,2200
My Place,AU,3,1000,2200
My Place,AU,4,1000,0000
My Place,AU,5,1100,0000
Nagoya Sushi,AU,0,0900,1800
Nagoya Sushi,AU,1,0900,1800
Nagoya Sushi,AU,2,0900,1800
Nagoya Sushi,AU,3,0900,1800
Nagoya Sushi,AU,4,0900,1800
Nagoya Sushi,AU,5,0900,1700
Nando's,AU,0,1100,2100
Nando's,AU,1,1100,2100
Nando's,AU,2,1100,2100
Nando's,AU,3,1100,2100
Nando's,AU,4,1100,2200
Nando's,AU,5,1100,2100
Nando's,AU,6,1100,2100
Newton Circle,AU,1,1030,1500
Newton Circle,AU,2,1030,1500
Newton Circle,AU,3,1030,1500
Newton Circle,AU,4,1030,1800
Newton Circle,AU,5,1030,1500
Nic & Kolo,AU,0,0700,1630
Nic & Kolo,AU,1,0700,1630
Nic & Kolo,AU,2,0700,1630
Nic & Kolo,AU,3,0700,2200
Nic & Kolo,AU,4,0700,2200
Nic & Kolo,AU,5,0700,2200
Nic & Kolo,AU,6,0700,1630
Noodle Forum,AU,0,1100,1730
Noodle Forum,AU,1,1100,1730
Noodle Forum,AU,2,1100,1730
Noodle Forum,AU,3,1100,1730
Noodle Forum,AU,4,1100,2100
Noodle Forum,AU,6,1100,1730
Nunam,AU,0,0630,2200
Nunam,AU,1,0630,2200
Nunam,AU,2,0630,2200
Nunam,AU,3,0630,2200
Nunam,AU,4,0630,2200
Nunam,AU,5,0630,2200
Old Lira,AU,2,1700,2100
Old Lira,AU,3,1700,2100
Old Lira,AU,4,1700,2130
Old Lira,AU,5,1700,2130
Old Lira,AU,6,1700,2100
Oliver's On James Street,AU,0,1630,2130
Oliver's On James Street,AU,1,1630,2130
Oliver's On James Street,AU,2,1630,2130
Oliver's On James Street,AU,3,1630,2130
Oliver's On James Street,AU,4,1130,2230
Oliver's On James Street,AU,5,1130,2230
Oliver's On James Street,AU,6,1130,2130
Paddy Field Chinese Restaurant,AU,0,1030,1500
Paddy Field Chinese Restaurant,AU,0,1730,2200
Paddy Field Chinese Restaurant,AU,1,1030,1500
Paddy Field Chinese Restaurant,AU,1,1730,2200
Paddy Field Chinese Restaurant,AU,3,1030,1500
Paddy Field Chinese Restaurant,AU,3,1730,2200
Paddy Field Chinese Restaurant,AU,4,1030,1500
Paddy Field Chinese Restaurant,AU,4,1730,2200
Paddy Field Chinese Restaurant,AU,5,1000,1500
Paddy Field Chinese Restaurant,AU,5,1730,2200
Paddy Field Chinese Restaurant,AU,6,1000,1500
Paddy Field Chinese Restaurant,AU,6,1730,2200
Palsaik Namoo,AU,0,1730,2230
Palsaik Namoo,AU,1,1200,1500
Palsaik Namoo,AU,2,1730,2230
Palsaik Namoo,AU,3,1730,2230
Palsaik Namoo,AU,4,1730,2230
Palsaik Namoo,AU,5,1200,1500
Palsaik Namoo,AU,5,1730,2230
Palsaik Namoo,AU,6,1200,1500
Palsaik Namoo,AU,6,1730,2230
@Panache,AU,0,0700,1500
@Panache,AU,1,0700,1500
@Panache,AU,2,0700,1500
@Panache,AU,3,0700,1500
@Panache,AU,4,0700,1500
Pancakes at Carillon,AU,0,0900,1500
Pancakes at Carillon,AU,1,0900,1500
Pancakes at Carillon,AU,2,0900,1500
Pancakes at Carillon,AU,3,0900,1500
Pancakes at Carillon,AU,4,0900,2000
Pancakes at Carillon,AU,5,0900,1500
Pancakes at Carillon,AU,6,0900,1500
Pepper Lunch,AU,0,1100,2100
Pepper Lunch,AU,1,1100,2100
Pepper Lunch,AU,2,1100,2100
Pepper Lunch,AU,3,1100,2100
Pepper Lunch,AU,4,1100,2200
Pepper Lunch,AU,5,1100,2200
Pepper Lunch,AU,6,1100,2100
Phi Yen Vietnamese Café Restaurant,AU,0,1500,2200
Phi Yen Vietnamese Café Restaurant,AU,1,1030,2200
Phi Yen Vietnamese Café Restaurant,AU,2,1030,2200
Phi Yen Vietnamese Café Restaurant,AU,3,1030,2200
Phi Yen Vietnamese Café Restaurant,AU,4,1030,2230
Phi Yen Vietnamese Café Restaurant,AU,5,1030,2230
Phi Yen Vietnamese Café Restaurant,AU,6,1030,2200
POPPO Korean & Japanese Restaurant,AU,0,1030,2100
POPPO Korean & Japanese Restaurant,AU,1,1030,2100
POPPO Korean & Japanese Restaurant,AU,2,1030,2100
POPPO Korean & Japanese Restaurant,AU,3,1030,2100
POPPO Korean & Japanese Restaurant,AU,4,1030,2200
POPPO Korean & Japanese Restaurant,AU,5,1030,2100
POPPO Korean & Japanese Restaurant,AU,6,1030,2100
Pulp,AU,0,0630,1530
Pulp,AU,1,0630,1530
Pulp,AU,2,0630,1530
Pulp,AU,3,0630,1530
Pulp,AU,4,0630,1530
Pulp,AU,5,0800,1430
Recess,AU,0,0700,1600
Recess,AU,1,0700,1600
Recess,AU,2,0700,1600
Recess,AU,3,0700,1600
Recess,AU,4,0700,1600
Recipe Restaurant,AU,0,1730,2100
Recipe Restaurant,AU,1,1130,1400
Recipe Restaurant,AU,1,1730,2100
Recipe Restaurant,AU,2,1130,1400
Recipe Restaurant,AU,2,1730,2100
Recipe Restaurant,AU,3,1130,1400
Recipe Restaurant,AU,3,1730,2100
Recipe Restaurant,AU,4,1130,1400
Recipe Restaurant,AU,4,1730,2100
Recipe Restaurant,AU,5,0830,1100
Recipe Restaurant,AU,5,1130,1400
Recipe Restaurant,AU,5,1730,2100
Recipe Restaurant,AU,6,0830,1100
Recipe Restaurant,AU,6,1130,1400
Recipe Restaurant,AU,6,1730,2100
Restaurant Jun,AU,0,1100,2230
Restaurant Jun,AU,1,1100,2230
Restaurant Jun,AU,2,1100,2230
Restaurant Jun,AU,3,1100,2230
Restaurant Jun,AU,4,1100,2230
Restaurant Jun,AU,5,1800,2230
Ristretto Cafe,AU,0,0700,1600
Ristretto Cafe,AU,1,0700,1600
Ristretto Cafe,AU,2,0700,1600
Ristretto Cafe,AU,3,0700,1600
Ristretto Cafe,AU,4,0700,1600
Roll'd Vietnamese,AU,0,1100,2000
Roll'd Vietnamese,AU,1,1100,2000
Roll'd Vietnamese,AU,2,1100,2000
Roll'd Vietnamese,AU,3,1100,2100
Roll'd Vietnamese,AU,4,1100,2100
Roll'd Vietnamese,AU,5,1100,2000
Roll'd Vietnamese,AU,6,1100,2000
Rosso Espresso,AU,0,0630,1630
Rosso Espresso,AU,1,0630,1630
Rosso Espresso,AU,2,0630,1630
Rosso Espresso,AU,3,0630,1630
Rosso Espresso,AU,4,0630,1630
Rosso Espresso,AU,5,0630,1630
Rosso Espresso,AU,6,0630,1630
Rumours Restaurant,AU,1,1700,2100
Rumours Restaurant,AU,2,1700,2100
Rumours Restaurant,AU,3,1700,2100
Rumours Restaurant,AU,4,1100,1500
Rumours Restaurant,AU,4,1700,2130
Rumours Restaurant,AU,5,1700,2130
Rumours Restaurant,AU,6,1700,2030
S & T Thai Gourmet Cafe,AU,0,1100,2100
S & T Thai Gourmet Cafe,AU,1,1100,2100
S & T Thai Gourmet Cafe,AU,2,1100,2100
S & T Thai Gourmet Cafe,AU,3,1100,2100
S & T Thai Gourmet Cafe,AU,4,1100,2100
S & T Thai Gourmet Cafe,AU,5,1100,2100
S & T Thai Gourmet Cafe,AU,6,1100,2100
Saint Larry,AU,0,0800,1600
Saint Larry,AU,1,0800,1600
Saint Larry,AU,2,0800,1600
Saint Larry,AU,3,0800,1600
Saint Larry,AU,4,0800,1600
Saint Larry,AU,5,1000,1600
Saint Larry,AU,6,1200,1600
Sapore Espresso Bar,AU,0,0700,1600
Sapore Espresso Bar,AU,1,0700,1600
Sapore Espresso Bar,AU,2,0700,1600
Sapore Espresso Bar,AU,3,0700,1600
Sapore Espresso Bar,AU,4,0700,1600
Sapore Espresso Bar,AU,5,0700,1600
Sapore Espresso Bar,AU,6,0700,1600
Sauma,AU,1,1700,2200
Sauma,AU,2,1700,2200
Sauma,AU,3,1130,2230
Sauma,AU,4,1130,2230
Sauma,AU,5,1130,2230
Sauma,AU,6,1130,2230
Secret Garden,AU,0,0700,1500
Secret Garden,AU,1,0700,1500
Secret Garden,AU,2,0700,1500
Secret Garden,AU,3,0700,1500
Secret Garden,AU,4,0700,1500
Sentinel Bar & Grill,AU,0,0700,0000
Sentinel Bar & Grill,AU,1,0700,0000
Sentinel Bar & Grill,AU,2,0700,0000
Sentinel Bar & Grill,AU,3,0700,0000
Sentinel Bar & Grill,AU,4,0700,0000
Sentinel Bar & Grill,AU,5,1800,0000
Shadow Wine Bar,AU,0,1200,2230
Shadow Wine Bar,AU,1,1200,2230
Shadow Wine Bar,AU,2,1200,2230
Shadow Wine Bar,AU,3,1200,2230
Shadow Wine Bar,AU,4,1200,2230
Shadow Wine Bar,AU,5,1000,2300
Shadow Wine Bar,AU,6,1000,2300
Shun Fung On The River,AU,0,1200,2330
Shun Fung On The River,AU,1,1200,2330
Shun Fung On The River,AU,2,1200,2330
Shun Fung On The River,AU,3,1200,2330
Shun Fung On The River,AU,4,1200,2330
Shun Fung On The River,AU,5,1200,2330
Silks,AU,0,1200,1430
Silks,AU,0,1800,2200
Silks,AU,1,1200,1430
Silks,AU,1,1800,2200
Silks,AU,2,1200,1430
Silks,AU,2,1800,2200
Silks,AU,3,1200,1430
Silks,AU,3,1800,2200
Silks,AU,4,1200,1430
Silks,AU,4,1800,2200
Silks,AU,5,1200,1430
Silks,AU,5,1800,2200
Silks,AU,6,1200,1430
Silks,AU,6,1800,2200
Small Print,AU,0,0630,1600
Small Print,AU,1,0630,1600
Small Print,AU,2,0630,1600
Small Print,AU,3,0630,1600
Small Print,AU,4,0630,1600
Something Good Lunchbar Cafe,AU,0,0600,1500
Something Good Lunchbar Cafe,AU,1,0600,1500
Something Good Lunchbar Cafe,AU,2,0600,1500
Something Good Lunchbar Cafe,AU,3,0600,1500
Something Good Lunchbar Cafe,AU,4,0600,1500
Source Foods Cafe,AU,0,0730,1500
Source Foods Cafe,AU,1,0730,1500
Source Foods Cafe,AU,2,0730,1500
Source Foods Cafe,AU,3,0730,1500
Source Foods Cafe,AU,4,0730,1500
Source Foods Cafe,AU,4,1730,2130
Source Foods Cafe,AU,5,0730,1500
Source Foods Cafe,AU,6,0830,1600
Sphere,AU,0,0630,0930
Sphere,AU,0,1700,2100
Sphere,AU,1,0630,0930
Sphere,AU,1,1700,2100
Sphere,AU,2,0630,0930
Sphere,AU,2,1700,2100
Sphere,AU,3,0630,0930
Sphere,AU,3,1700,2100
Sphere,AU,4,0630,0930
Sphere,AU,4,1700,2100
Sphere,AU,5,0630,0930
Sphere,AU,5,1700,2100
Sphere,AU,6,0630,0930
Sphere,AU,6,1700,2100
Standing Room Only,AU,0,0700,1530
Standing Room Only,AU,1,0700,1530
Standing Room Only,AU,2,0700,1530
Standing Room Only,AU,3,0700,1530
Standing Room Only,AU,4,0700,1530
Sushia Izakaya,AU,0,1200,2300
Sushia Izakaya,AU,1,1200,2300
Sushia Izakaya,AU,2,1200,2300
Sushia Izakaya,AU,3,1200,2300
Sushia Izakaya,AU,4,1200,0000
Sushia Izakaya,AU,5,1800,0000
Sushia,AU,0,1200,2300
Sushia,AU,1,1200,2300
Sushia,AU,2,1200,2300
Sushia,AU,3,1200,2300
Sushia,AU,4,1200,0000
Sushia,AU,5,1800,0000
Szechwan Zen Restaurant,AU,0,1100,2100
Szechwan Zen Restaurant,AU,1,1100,2100
Szechwan Zen Restaurant,AU,2,1100,2100
Szechwan Zen Restaurant,AU,3,1100,2100
Szechwan Zen Restaurant,AU,4,1100,2100
Taka Japanese Cuisine,AU,0,1100,2100
Taka Japanese Cuisine,AU,1,1100,2100
Taka Japanese Cuisine,AU,2,1100,2100
Taka Japanese Cuisine,AU,3,1100,2100
Taka Japanese Cuisine,AU,4,1100,2130
Taka Japanese Cuisine,AU,5,1100,2100
Taka Japanese Cuisine,AU,6,1100,1730
Tartine Cafe,AU,0,0600,0330
Tartine Cafe,AU,1,0600,0330
Tartine Cafe,AU,2,0600,0330
Tartine Cafe,AU,3,0600,0330
Tartine Cafe,AU,4,0600,0330
Tartine Cafe,AU,0,0630,1500
Tartine Cafe,AU,1,0630,1500
Tartine Cafe,AU,2,0630,1500
Tartine Cafe,AU,3,0630,1500
Tartine Cafe,AU,4,0630,1500
Tarts,AU,0,0700,2200
Tarts,AU,1,0700,2200
Tarts,AU,2,0700,2200
Tarts,AU,3,0700,2200
Tarts,AU,4,0700,2200
Tarts,AU,5,0700,2200
Tarts,AU,6,0700,2200
Terrace Hotel,AU,0,0630,0000
Terrace Hotel,AU,1,0630,0000
Terrace Hotel,AU,2,0630,0000
Terrace Hotel,AU,3,0630,0000
Terrace Hotel,AU,4,0630,0000
Terrace Hotel,AU,5,0730,0000
Terrace Hotel,AU,6,0730,2200
The Apple Daily Bar & Eating House,AU,0,1130,0000
The Apple Daily Bar & Eating House,AU,1,1130,0000
The Apple Daily Bar & Eating House,AU,2,1130,0000
The Apple Daily Bar & Eating House,AU,3,1130,0000
The Apple Daily Bar & Eating House,AU,4,1130,0000
The Apple Daily Bar & Eating House,AU,5,1600,0000
The Cutting Board,AU,0,0600,1600
The Cutting Board,AU,1,0600,1600
The Cutting Board,AU,2,0600,1600
The Cutting Board,AU,3,0600,1600
The Cutting Board,AU,4,0600,1600
The Cutting Board,AU,0,0600,1600
The Cutting Board,AU,1,0600,1600
The Cutting Board,AU,2,0600,1600
The Cutting Board,AU,3,0600,2100
The Cutting Board,AU,4,0600,2330
The Deck Cafe and Bar Lounge,AU,0,0700,1600
The Deck Cafe and Bar Lounge,AU,1,0700,1600
The Deck Cafe and Bar Lounge,AU,2,0700,1600
The Deck Cafe and Bar Lounge,AU,3,0700,2200
The Deck Cafe and Bar Lounge,AU,4,0700,0000
The Dizzy Witch Cafe,AU,1,0700,1600
The Dizzy Witch Cafe,AU,2,0700,1600
The Dizzy Witch Cafe,AU,3,0700,1600
The Dizzy Witch Cafe,AU,4,0700,1600
The Dizzy Witch Cafe,AU,5,0700,1600
The Dizzy Witch Cafe,AU,6,0700,1600
The Edge of Sahara,AU,2,1730,2200
The Edge of Sahara,AU,3,1730,2200
The Edge of Sahara,AU,4,1730,2200
The Edge of Sahara,AU,5,1730,2200
The George,AU,1,0700,0000
The George,AU,2,0700,0000
The George,AU,3,0700,0000
The George,AU,4,0700,0000
The George,AU,5,1300,0000
The George,AU,6,1300,1700
The Ladder Cafe & Deli,AU,1,0730,1500
The Ladder Cafe & Deli,AU,2,0730,1500
The Ladder Cafe & Deli,AU,3,0730,1500
The Ladder Cafe & Deli,AU,4,0730,1500
The Ladder Cafe & Deli,AU,5,0730,1500
The Ladder Cafe & Deli,AU,6,0800,1400
Asian Noodle House,AU,0,1130,1430
Asian Noodle House,AU,0,1730,2200
Asian Noodle House,AU,1,1130,1430
Asian Noodle House,AU,1,1730,2200
Asian Noodle House,AU,2,1130,1430
Asian Noodle House,AU,2,1730,2200
Asian Noodle House,AU,3,1130,1430
Asian Noodle House,AU,3,1730,2200
Asian Noodle House,AU,4,1130,1430
Asian Noodle House,AU,4,1730,2200
Asian Noodle House,AU,5,1130,1430
Asian Noodle House,AU,5,1730,2200
Belluci's,AU,0,1200,1430
Belluci's,AU,0,1800,0000
Belluci's,AU,1,1200,1430
Belluci's,AU,1,1800,0000
Belluci's,AU,2,1200,1430
Belluci's,AU,2,1800,0000
Belluci's,AU,3,1200,1430
Belluci's,AU,3,1800,0000
Belluci's,AU,4,1200,1430
Belluci's,AU,4,1800,0000
Belluci's,AU,5,1730,0000
Belluci's,AU,6,1800,0000
Calibre Cafe & Bar,AU,0,0800,2100
Calibre Cafe & Bar,AU,1,0800,2100
Calibre Cafe & Bar,AU,2,0800,2100
Calibre Cafe & Bar,AU,3,0800,2100
Calibre Cafe & Bar,AU,4,0800,2100
Grill'd,AU,0,1100,2100
Grill'd,AU,1,1100,2100
Grill'd,AU,2,1100,2100
Grill'd,AU,3,1100,2100
Grill'd,AU,4,1100,2200
Grill'd,AU,5,1100,2200
Grill'd,AU,6,1100,2100
Petra Palace Restaurant,AU,1,1700,2200
Petra Palace Restaurant,AU,2,1700,2200
Petra Palace Restaurant,AU,3,1700,2200
Petra Palace Restaurant,AU,4,1700,2200
Petra Palace Restaurant,AU,5,1700,2200
Schnitz,AU,0,1100,2000
Schnitz,AU,1,1100,2000
Schnitz,AU,2,1100,2000
Schnitz,AU,3,1100,2000
Schnitz,AU,4,1100,2100
Schnitz,AU,5,1100,2100
Schnitz,AU,6,1100,2000
Monopole,AU,0,1700,2200
Monopole,AU,1,1700,2200
Monopole,AU,2,1700,2200
Monopole,AU,3,1700,2200
Monopole,AU,4,1700,2200
Monopole,AU,5,1200,2200
Monopole,AU,6,1200,2130
Ms. G's,AU,0,1700,0000
Ms. G's,AU,1,1700,0000
Ms. G's,AU,2,1700,0000
Ms. G's,AU,3,1700,0000
Ms. G's,AU,4,1200,1500
Ms. G's,AU,4,1700,0000
Ms. G's,AU,5,0000,0100
Ms. G's,AU,5,1700,0000
Ms. G's,AU,6,0000,0100
Ms. G's,AU,6,1300,2100
Room 10,AU,0,0700,1600
Room 10,AU,1,0700,1600
Room 10,AU,2,0700,1600
Room 10,AU,3,0700,1600
Room 10,AU,4,0700,1600
Room 10,AU,5,0800,1600
Room 10,AU,6,0800,1600
Social Brew Cafe,AU,0,0700,1700
Social Brew Cafe,AU,1,0700,1700
Social Brew Cafe,AU,2,0700,1700
Social Brew Cafe,AU,3,0700,1700
Social Brew Cafe,AU,4,0700,1700
Social Brew Cafe,AU,5,0700,1700
Social Brew Cafe,AU,6,0700,1700
Java Restaurant,AU,0,1100,2200
Java Restaurant,AU,2,1100,2200
Java Restaurant,AU,3,1100,2200
Java Restaurant,AU,4,1100,2200
Java Restaurant,AU,5,1100,2200
Java Restaurant,AU,6,1100,2200
Belfield on Botany,AU,0,1200,1500
Belfield on Botany,AU,0,1800,2100
Belfield on Botany,AU,1,1200,1500
Belfield on Botany,AU,1,1800,2100
Belfield on Botany,AU,2,1200,1500
Belfield on Botany,AU,2,1800,2100
Belfield on Botany,AU,3,1200,1500
Belfield on Botany,AU,3,1800,2100
Belfield on Botany,AU,4,1200,1500
Belfield on Botany,AU,4,1800,2100
Belfield on Botany,AU,5,1200,2100
Belfield on Botany,AU,6,1200,1600
Farmhouse Kings Cross,AU,2,1830,2030
Farmhouse Kings Cross,AU,3,1830,2030
Farmhouse Kings Cross,AU,4,1830,2030
