Name,Country Code,Day of Week,Start Time,End Time
Mick O'Malleys Irish Pub,AU,2,1000,0000
Mick O'Malleys Irish Pub,AU,3,1000,0100
Mick O'Malleys Irish Pub,AU,4,1000,0300
Mick O'Malleys Irish Pub,AU,5,1100,0300
Mick O'Malleys Irish Pub,AU,6,1100,0100
Milano Restaurant & Bar,AU,0,0700,0000
Milano Restaurant & Bar,AU,1,0700,0000
Milano Restaurant & Bar,AU,2,0700,0000
Milano Restaurant & Bar,AU,3,0700,0000
Milano Restaurant & Bar,AU,4,0700,0200
Milano Restaurant & Bar,AU,5,0700,0200
Milano Restaurant & Bar,AU,6,0700,0000
Miss Kay's,AU,0,0700,2030
Miss Kay's,AU,1,0700,2030
Miss Kay's,AU,2,0700,2030
Miss Kay's,AU,3,0700,2200
Miss Kay's,AU,4,0700,0000
Miss Kay's,AU,5,0830,2200
Miss Kay's,AU,6,0830,2200
Moda Restaurant,AU,0,1500,2200
Moda Restaurant,AU,1,1500,2200
Moda Restaurant,AU,2,1500,2200
Moda Restaurant,AU,3,1200,2200
Moda Restaurant,AU,4,1200,2200
Moda Restaurant,AU,5,1800,2200
MOS Burger,AU,0,0730,2200
MOS Burger,AU,1,0730,2200
MOS Burger,AU,2,0730,2200
MOS Burger,AU,3,0730,2200
MOS Burger,AU,4,0730,2300
MOS Burger,AU,5,1000,2100
MOS Burger,AU,6,1000,2000
Nagomi,AU,0,1130,1530
Nagomi,AU,1,1130,1530
Nagomi,AU,2,1130,1530
Nagomi,AU,3,1130,1530
Nagomi,AU,3,1730,2100
Nagomi,AU,4,1130,1530
Nagomi,AU,4,1730,2100
Nantucket Kitchen & Bar,AU,1,1130,2200
Nantucket Kitchen & Bar,AU,2,1130,2200
Nantucket Kitchen & Bar,AU,3,1130,2200
Nantucket Kitchen & Bar,AU,4,0830,2200
Nantucket Kitchen & Bar,AU,5,0830,2200
Nantucket Kitchen & Bar,AU,6,0830,2200
New Shanghai,AU,0,1100,2200
New Shanghai,AU,1,1100,2200
New Shanghai,AU,2,1100,2200
New Shanghai,AU,3,1100,2200
New Shanghai,AU,4,1100,2200
New Shanghai,AU,5,1100,2200
New Shanghai,AU,6,1100,2200
Noodle Hutt,AU,0,0900,1500
Noodle Hutt,AU,1,0900,1500
Noodle Hutt,AU,2,0900,1500
Noodle Hutt,AU,3,0900,1500
Noodle Hutt,AU,4,0900,1500
Oshin Japanese Restaurant,AU,0,1130,1430
Oshin Japanese Restaurant,AU,0,1800,2130
Oshin Japanese Restaurant,AU,1,1130,1430
Oshin Japanese Restaurant,AU,1,1800,2130
Oshin Japanese Restaurant,AU,2,1130,1430
Oshin Japanese Restaurant,AU,2,1800,2130
Oshin Japanese Restaurant,AU,3,1130,1430
Oshin Japanese Restaurant,AU,3,1800,2130
Oshin Japanese Restaurant,AU,4,1130,1430
Oshin Japanese Restaurant,AU,4,1800,2130
Oshin Japanese Restaurant,AU,5,1800,2130
Paddington Curry House,AU,0,1630,2130
Paddington Curry House,AU,1,1630,2130
Paddington Curry House,AU,2,1630,2130
Paddington Curry House,AU,3,1630,2130
Paddington Curry House,AU,4,1630,2130
Paddington Curry House,AU,5,1630,2130
Paddington Curry House,AU,6,1630,2130
Pane e Vino,AU,0,0700,2200
Pane e Vino,AU,1,0700,2200
Pane e Vino,AU,2,0700,2200
Pane e Vino,AU,3,0700,2200
Pane e Vino,AU,4,0700,2300
Pane e Vino,AU,5,0800,2300
Pane e Vino,AU,6,0800,2200
Pappa Rich,AU,0,1100,2100
Pappa Rich,AU,1,1100,2100
Pappa Rich,AU,2,1100,2100
Pappa Rich,AU,3,1100,2100
Pappa Rich,AU,4,1100,2100
Pappa Rich,AU,5,1100,2100
Pappa Rich,AU,6,1100,2100
Pizzeria 1889,AU,0,1130,2300
Pizzeria 1889,AU,1,1130,2300
Pizzeria 1889,AU,2,1130,2300
Pizzeria 1889,AU,3,1130,2300
Pizzeria 1889,AU,4,1130,2300
Pizzeria 1889,AU,5,1130,2300
Pizzeria 1889,AU,6,1130,2300
Plum Tucker Cafe,AU,0,0700,1400
Plum Tucker Cafe,AU,1,0700,1400
Plum Tucker Cafe,AU,2,0700,1400
Plum Tucker Cafe,AU,3,0700,1400
Plum Tucker Cafe,AU,4,0700,1400
Plum Tucker Cafe,AU,5,0700,1400
Plum Tucker Cafe,AU,6,0700,1400
Red Hook,AU,0,0700,0000
Red Hook,AU,1,0700,0000
Red Hook,AU,2,0700,0000
Red Hook,AU,3,0700,0000
Red Hook,AU,4,0700,0000
Red Hook,AU,5,1600,0000
Riverbar & Kitchen,AU,0,0700,2330
Riverbar & Kitchen,AU,1,0700,2330
Riverbar & Kitchen,AU,2,0700,2330
Riverbar & Kitchen,AU,3,0700,2330
Riverbar & Kitchen,AU,4,0700,2330
Riverbar & Kitchen,AU,5,0700,2330
Riverbar & Kitchen,AU,6,0700,2330
Roll'd,AU,0,0700,1700
Roll'd,AU,1,0700,1700
Roll'd,AU,2,0700,1700
Roll'd,AU,3,0700,2030
Roll'd,AU,4,0700,2030
Roll'd,AU,5,1700,2100
Royal On The Park,AU,0,0000,0000
Royal On The Park,AU,1,0000,0000
Royal On The Park,AU,2,0000,0000
Royal On The Park,AU,3,0000,0000
Royal On The Park,AU,4,0000,0000
Royal On The Park,AU,5,0000,0000
Royal On The Park,AU,6,0000,0000
Saigon Alley Cafe,AU,0,0700,1500
Saigon Alley Cafe,AU,1,0700,1500
Saigon Alley Cafe,AU,2,0700,1500
Saigon Alley Cafe,AU,3,0700,1500
Saigon Alley Cafe,AU,4,0700,1500
Samson & Sophie,AU,0,0600,1600
Samson & Sophie,AU,1,0600,1600
Samson & Sophie,AU,2,0600,1600
Samson & Sophie,AU,3,0600,1600
Samson & Sophie,AU,4,0600,1600
Samson & Sophie,AU,5,0600,1600
Samson & Sophie,AU,6,0600,1600
Shabu House,AU,0,1130,2230
Shabu House,AU,1,1130,2230
Shabu House,AU,2,1130,2230
Shabu House,AU,3,1130,2230
Shabu House,AU,4,1130,2230
Shabu House,AU,5,1130,2230
Shanghai Noodle House,AU,0,0930,1800
Shanghai Noodle House,AU,1,0930,1800
Shanghai Noodle House,AU,2,0930,1800
Shanghai Noodle House,AU,3,0930,1800
Shanghai Noodle House,AU,4,0930,2000
Shanghai Noodle House,AU,5,0930,1800
Shanghai Noodle House,AU,6,0930,1800
Shingle Inn,AU,0,0700,1800
Shingle Inn,AU,1,0700,1800
Shingle Inn,AU,2,0700,1800
Shingle Inn,AU,3,0700,1800
Shingle Inn,AU,4,0700,2300
Shingle Inn,AU,5,0830,1700
Shingle Inn,AU,6,0830,1600
Shingle Inn City Hall,AU,0,0800,1700
Shingle Inn City Hall,AU,1,0800,1700
Shingle Inn City Hall,AU,2,0800,1700
Shingle Inn City Hall,AU,3,0800,1700
Shingle Inn City Hall,AU,4,0800,1700
Shingle Inn City Hall,AU,5,0900,1630
Shingle Inn City Hall,AU,6,0900,1630
Sono Japanese Restaurant,AU,0,1130,1430
Sono Japanese Restaurant,AU,0,1800,2130
Sono Japanese Restaurant,AU,1,1130,1430
Sono Japanese Restaurant,AU,1,1800,2130
Sono Japanese Restaurant,AU,2,1130,1430
Sono Japanese Restaurant,AU,2,1800,2130
Sono Japanese Restaurant,AU,3,1130,1430
Sono Japanese Restaurant,AU,3,1800,2130
Sono Japanese Restaurant,AU,4,1130,1430
Sono Japanese Restaurant,AU,4,1800,2200
Sono Japanese Restaurant,AU,5,1130,1430
Sono Japanese Restaurant,AU,5,1800,2200
Sono Japanese Restaurant,AU,6,1130,1430
Sparrow & Finch Espresso,AU,0,0630,1700
Sparrow & Finch Espresso,AU,1,0630,1700
Sparrow & Finch Espresso,AU,2,0630,2100
Sparrow & Finch Espresso,AU,3,0630,2100
Sparrow & Finch Espresso,AU,4,0630,2230
Stamford Plaza Brisbane,AU,0,0630,2100
Stamford Plaza Brisbane,AU,1,0630,2100
Stamford Plaza Brisbane,AU,2,0630,2100
Stamford Plaza Brisbane,AU,3,0630,2100
Stamford Plaza Brisbane,AU,4,0630,2100
Stamford Plaza Brisbane,AU,5,0630,2100
Stamford Plaza Brisbane,AU,6,0630,2100
Steamed,AU,0,1030,1500
Steamed,AU,1,1030,1500
Steamed,AU,2,1030,1500
Steamed,AU,3,1030,1500
Steamed,AU,4,1030,1500
Sugar N'Spice Cafe,AU,0,0530,1700
Sugar N'Spice Cafe,AU,1,0530,1700
Sugar N'Spice Cafe,AU,2,0530,1700
Sugar N'Spice Cafe,AU,3,0530,1700
Sugar N'Spice Cafe,AU,4,0530,1700
Sugar N'Spice Cafe,AU,5,0530,1530
Sugar N'Spice Cafe,AU,6,0530,1530
Tank,AU,0,1130,2200
Tank,AU,1,1130,2200
Tank,AU,2,1130,2200
Tank,AU,3,1130,2200
Tank,AU,4,1130,2200
Tank,AU,5,1730,2200
Teppanyaki Lovers,AU,0,1030,2100
Teppanyaki Lovers,AU,1,1030,2100
Teppanyaki Lovers,AU,2,1030,2100
Teppanyaki Lovers,AU,3,1030,2100
Teppanyaki Lovers,AU,4,1030,2130
Teppanyaki Lovers,AU,5,1030,2030
Teppanyaki Lovers,AU,6,1030,1900
The Cutting Board,AU,0,0900,1700
The Cutting Board,AU,1,0900,1700
The Cutting Board,AU,2,0900,1700
The Cutting Board,AU,3,0900,1700
The Cutting Board,AU,4,0900,1700
The Euro,AU,0,1200,1500
The Euro,AU,0,1800,2300
The Euro,AU,1,1200,1500
The Euro,AU,1,1800,2300
The Euro,AU,2,1200,1500
The Euro,AU,2,1800,2300
The Euro,AU,3,1200,1500
The Euro,AU,3,1800,2300
The Euro,AU,4,1200,1500
The Euro,AU,4,1800,2300
The Euro,AU,5,1800,2300
The Gardens Club,AU,0,0730,1600
The Gardens Club,AU,1,0730,1600
The Gardens Club,AU,2,0730,1600
The Gardens Club,AU,3,0730,1600
The Gardens Club,AU,4,0730,1600
The Gardens Club,AU,5,0730,1600
The Gardens Club,AU,6,0730,1600
The Klay Oven,AU,0,1700,2130
The Klay Oven,AU,1,1700,2130
The Klay Oven,AU,2,1700,2130
The Klay Oven,AU,3,1700,2130
The Klay Oven,AU,4,1700,2130
The Klay Oven,AU,5,1700,2130
The Klay Oven,AU,6,1700,2130
The Lab Bar Restaurant,AU,0,0630,2300
The Lab Bar Restaurant,AU,1,0630,2300
The Lab Bar Restaurant,AU,2,0630,2300
The Lab Bar Restaurant,AU,3,0630,2300
The Lab Bar Restaurant,AU,4,0630,2300
The Lab Bar Restaurant,AU,5,0700,2300
The Lab Bar Restaurant,AU,6,0700,2300
Seasalt Dining,AU,1,1100,1500
Seasalt Dining,AU,1,1730,2100
Seasalt Dining,AU,2,1100,1500
Seasalt Dining,AU,2,1730,2100
Seasalt Dining,AU,3,1100,1500
Seasalt Dining,AU,3,1730,2100
Seasalt Dining,AU,4,1100,1500
Seasalt Dining,AU,4,1730,2130
Seasalt Dining,AU,5,1100,1500
Seasalt Dining,AU,5,1730,2230
Seasalt Dining,AU,6,0900,1500
Seasalt Dining,AU,6,1730,2100
bruce pizza and takeaway,AU,0,0900,2000
bruce pizza and takeaway,AU,1,0900,2000
bruce pizza and takeaway,AU,2,0900,2000
bruce pizza and takeaway,AU,3,0900,2000
bruce pizza and takeaway,AU,4,0900,2100
bruce pizza and takeaway,AU,5,0900,2100
bruce pizza and takeaway,AU,6,0900,2000
Rockpool Bar And Grill,AU,0,1200,1500
Rockpool Bar And Grill,AU,0,1800,2330
Rockpool Bar And Grill,AU,1,1200,1500
Rockpool Bar And Grill,AU,1,1800,2330
Rockpool Bar And Grill,AU,2,1200,1500
Rockpool Bar And Grill,AU,2,1800,2330
Rockpool Bar And Grill,AU,3,1200,1500
Rockpool Bar And Grill,AU,3,1800,2330
Rockpool Bar And Grill,AU,4,1200,1500
Rockpool Bar And Grill,AU,4,1800,2330
Rockpool Bar And Grill,AU,5,1800,2330
Rockpool Bar And Grill,AU,6,1200,1500
Rockpool Bar And Grill,AU,6,1800,2330
7th & Bake Patisserie Cafe,AU,0,0630,1600
7th & Bake Patisserie Cafe,AU,1,0630,1600
7th & Bake Patisserie Cafe,AU,2,0630,1600
7th & Bake Patisserie Cafe,AU,3,0630,1600
7th & Bake Patisserie Cafe,AU,4,0630,1600
7th & Bake Patisserie Cafe,AU,5,0730,1700
7th & Bake Patisserie Cafe,AU,6,0730,1700
Cafe Tandoor,AU,1,1700,2130
Cafe Tandoor,AU,2,1700,2130
Cafe Tandoor,AU,3,1700,2130
Cafe Tandoor,AU,4,1700,2130
Cafe Tandoor,AU,5,1700,2130
Cafe Tandoor,AU,6,1700,2130
Dessert Castle,AU,0,0800,2100
Dessert Castle,AU,1,0800,2100
Dessert Castle,AU,2,0800,2100
Dessert Castle,AU,3,0800,2100
Dessert Castle,AU,4,0800,2100
Dessert Castle,AU,5,1730,2200
Digress Pty Ltd,AU,0,1730,2200
Digress Pty Ltd,AU,1,1730,2200
Digress Pty Ltd,AU,2,1730,2200
Digress Pty Ltd,AU,3,1730,0000
Digress Pty Ltd,AU,4,1730,0100
Digress Pty Ltd,AU,5,1730,0100
Domino's Pizza,AU,0,1100,2300
Domino's Pizza,AU,1,1100,2300
Domino's Pizza,AU,2,1100,2300
Domino's Pizza,AU,3,1100,2300
Domino's Pizza,AU,4,1100,0000
Domino's Pizza,AU,5,1100,0000
Domino's Pizza,AU,6,1100,2300
Garden Pavilions,AU,3,1800,2100
Garden Pavilions,AU,4,1200,1430
Garden Pavilions,AU,4,1800,2100
Garden Pavilions,AU,5,1200,1430
Garden Pavilions,AU,5,1800,2100
Garden Pavilions,AU,6,0800,1100
Garden Pavilions,AU,6,1200,1430
Garden Pavilions,AU,6,1800,2100
Hero Sushi Canberra Centre Train,AU,0,1000,2100
Hero Sushi Canberra Centre Train,AU,1,1000,2100
Hero Sushi Canberra Centre Train,AU,2,1000,2100
Hero Sushi Canberra Centre Train,AU,3,1000,2100
Hero Sushi Canberra Centre Train,AU,4,1000,2100
Hero Sushi Canberra Centre Train,AU,5,1000,2100
Hero Sushi Canberra Centre Train,AU,6,1000,2100
Imperioso,AU,1,0800,1700
Imperioso,AU,2,0800,1700
Imperioso,AU,3,0800,1700
Imperioso,AU,4,0800,1700
Imperioso,AU,5,0800,1700
Indian Affair in the City,AU,0,1730,2200
Indian Affair in the City,AU,1,1730,2200
Indian Affair in the City,AU,2,1730,2200
Indian Affair in the City,AU,3,1730,2200
Indian Affair in the City,AU,4,1730,2200
Indian Affair in the City,AU,5,1730,2200
Kabul Kebab House,AU,0,1100,2230
Kabul Kebab House,AU,1,1100,2230
Kabul Kebab House,AU,2,1100,2230
Kabul Kebab House,AU,3,1100,2330
Kabul Kebab House,AU,4,1100,2330
Kabul Kebab House,AU,5,1100,2330
McDonald's,AU,0,0800,1800
McDonald's,AU,1,0800,1800
McDonald's,AU,2,0800,1800
McDonald's,AU,3,0800,1800
McDonald's,AU,4,0800,2100
McDonald's,AU,5,0800,1800
McDonald's,AU,6,0900,1700
McDonald's,AU,0,0800,1800
McDonald's,AU,1,0800,1800
McDonald's,AU,2,0800,1800
McDonald's,AU,3,0800,2100
McDonald's,AU,4,0800,1800
McDonald's,AU,5,0800,1800
McDonald's,AU,6,0900,1700
Mister Zee's,AU,0,1130,2100
Mister Zee's,AU,1,1130,2100
Mister Zee's,AU,2,1130,2100
Mister Zee's,AU,3,1130,2100
Mister Zee's,AU,4,1130,2200
Mister Zee's,AU,5,1130,2200
Roasted Bites,AU,0,0900,2030
Roasted Bites,AU,1,0900,2030
Roasted Bites,AU,2,0900,2030
Roasted Bites,AU,3,0900,2030
Roasted Bites,AU,4,0900,2030
Roasted Bites,AU,5,0900,2030
Roasted Bites,AU,6,0900,2030
Shin Sen Taiwanese & Japanese Cuisine,AU,0,1130,1430
Shin Sen Taiwanese & Japanese Cuisine,AU,1,1130,1430
Shin Sen Taiwanese & Japanese Cuisine,AU,1,1730,2230
Shin Sen Taiwanese & Japanese Cuisine,AU,2,1130,1430
Shin Sen Taiwanese & Japanese Cuisine,AU,2,1730,2230
Shin Sen Taiwanese & Japanese Cuisine,AU,3,1130,1430
Shin Sen Taiwanese & Japanese Cuisine,AU,3,1730,2230
Shin Sen Taiwanese & Japanese Cuisine,AU,4,1130,1430
Shin Sen Taiwanese & Japanese Cuisine,AU,4,1730,2230
Shin Sen Taiwanese & Japanese Cuisine,AU,5,1730,2230
Shin Sen Taiwanese & Japanese Cuisine,AU,6,1730,2230
Snag Stand,AU,0,0900,1700
Snag Stand,AU,1,0900,1700
Snag Stand,AU,2,0900,1700
Snag Stand,AU,3,0900,1700
Snag Stand,AU,4,0900,2100
Snag Stand,AU,5,0900,1700
Snag Stand,AU,6,1000,1600
Tasting China,AU,0,1130,1430
Tasting China,AU,0,1730,2200
Tasting China,AU,1,1130,1430
Tasting China,AU,1,1730,2200
Tasting China,AU,2,1130,1430
Tasting China,AU,2,1730,2200
Tasting China,AU,3,1130,1430
Tasting China,AU,3,1730,2200
Tasting China,AU,4,1130,1430
Tasting China,AU,4,1730,2200
Tasting China,AU,5,1130,1430
Tasting China,AU,5,1730,2200
Tasting China,AU,6,1130,1430
Tasting China,AU,6,1730,2200
Archie's @ Belconnen,AU,0,1200,2130
Archie's @ Belconnen,AU,1,1200,2130
Archie's @ Belconnen,AU,2,1200,2130
Archie's @ Belconnen,AU,3,1200,2130
Archie's @ Belconnen,AU,4,1200,2130
Archie's @ Belconnen,AU,5,1200,2130
Archie's @ Belconnen,AU,6,1200,2130
As You Like It,AU,0,0800,1800
As You Like It,AU,1,0800,1800
As You Like It,AU,2,0800,1800
As You Like It,AU,3,0800,1800
As You Like It,AU,4,0800,1800
Asili,AU,0,0700,1600
Asili,AU,1,0700,1600
Asili,AU,2,0700,1600
Asili,AU,3,0700,1600
Asili,AU,4,0700,1600
Asili,AU,5,0800,1400
Betti Bravos,AU,1,1200,0000
Betti Bravos,AU,2,1200,0000
Betti Bravos,AU,3,1200,0000
Betti Bravos,AU,4,1200,0000
Betti Bravos,AU,5,1200,0000
Betti Bravos,AU,6,1200,0000
Garnish Of India,AU,0,1700,2200
Garnish Of India,AU,1,1700,2200
Garnish Of India,AU,2,1200,1400
Garnish Of India,AU,2,1700,2200
Garnish Of India,AU,3,1200,1400
Garnish Of India,AU,3,1700,2200
Garnish Of India,AU,4,1200,1400
Garnish Of India,AU,4,1700,2200
Garnish Of India,AU,5,1200,1400
Garnish Of India,AU,5,1700,2200
Garnish Of India,AU,6,1200,1400
Garnish Of India,AU,6,1700,2200
Loading Zone,AU,0,0630,1630
Loading Zone,AU,1,0630,1630
Loading Zone,AU,2,0630,1630
Loading Zone,AU,3,0630,1630
Loading Zone,AU,4,0630,1630
NH8,AU,0,1730,2200
NH8,AU,1,1730,2200
NH8,AU,2,1730,2200
NH8,AU,3,1730,2200
NH8,AU,4,1730,2200
NH8,AU,5,1730,2200
NH8,AU,6,1730,2200
Polit Bar,AU,2,1600,0000
Polit Bar,AU,3,1600,0100
Polit Bar,AU,4,1600,0200
Polit Bar,AU,5,1600,0200
Polit Bar,AU,6,1600,0000
Salotto,AU,1,0900,0000
Salotto,AU,2,0900,0000
Salotto,AU,3,0900,0000
Salotto,AU,4,0900,0000
Salotto,AU,5,0900,0000
Baitong,AU,0,1100,1500
Baitong,AU,0,1700,2200
Baitong,AU,1,1100,1500
Baitong,AU,1,1700,2200
Baitong,AU,2,1100,1500
Baitong,AU,2,1700,2200
Baitong,AU,3,1100,1500
Baitong,AU,3,1700,2200
Baitong,AU,4,1100,1500
Baitong,AU,4,1700,2200
Baitong,AU,5,1100,1500
Baitong,AU,5,1700,2200
Baitong,AU,6,1100,1500
Baitong,AU,6,1700,2200
Crust Pizza,AU,0,1630,2200
Crust Pizza,AU,1,1630,2200
Crust Pizza,AU,2,1630,2200
Crust Pizza,AU,3,1600,2200
Crust Pizza,AU,4,1600,2230
Crust Pizza,AU,5,1600,2230
Crust Pizza,AU,6,1600,2200
Golden Drum,AU,0,1200,2200
Golden Drum,AU,1,1200,2200
Golden Drum,AU,2,1200,2200
Golden Drum,AU,3,1200,2200
Golden Drum,AU,4,1200,2200
Golden Drum,AU,5,1200,2200
Golden Drum,AU,6,1200,2200
Gozleme Cafe,AU,0,0700,1700
Gozleme Cafe,AU,1,0700,1700
Gozleme Cafe,AU,2,0700,1700
Gozleme Cafe,AU,3,0700,1700
Gozleme Cafe,AU,4,0700,1700
Gozleme Cafe,AU,5,0900,1500
Gozleme Cafe,AU,6,0900,1500
Guild,AU,0,1200,0000
Guild,AU,1,1200,0000
Guild,AU,2,1200,0000
Guild,AU,3,1200,0000
Guild,AU,4,1200,0000
Guild,AU,5,1200,0000
Guild,AU,6,1200,0000
Guzman Y Gomez,AU,0,1100,2200
Guzman Y Gomez,AU,1,1100,2200
Guzman Y Gomez,AU,2,1100,2200
Guzman Y Gomez,AU,3,1100,2200
Guzman Y Gomez,AU,4,1100,2300
Guzman Y Gomez,AU,5,1100,2300
Guzman Y Gomez,AU,6,1100,2200
Jazz Apple Cafe,AU,0,0900,1630
Jazz Apple Cafe,AU,1,0900,1630
Jazz Apple Cafe,AU,2,0900,1630
Jazz Apple Cafe,AU,3,0900,1630
Jazz Apple Cafe,AU,4,0900,1630
Jazz Apple Cafe,AU,5,0930,1530
Mee's Sushi,AU,0,0900,2100
Mee's Sushi,AU,1,0900,2100
Mee's Sushi,AU,2,0900,2100
Mee's Sushi,AU,3,0900,2100
Mee's Sushi,AU,4,0900,2100
Mee's Sushi,AU,5,0930,1930
Ona Coffee,AU,0,0700,1530
Ona Coffee,AU,1,0700,1530
Ona Coffee,AU,2,0700,1530
Ona Coffee,AU,3,0700,1530
Ona Coffee,AU,4,0700,1530
Ona Coffee,AU,5,0800,1500
Ona Coffee,AU,6,0800,1500
Soi Noodle Bar,AU,0,1100,2200
Soi Noodle Bar,AU,1,1100,2200
Soi Noodle Bar,AU,2,1100,2200
Soi Noodle Bar,AU,3,1100,2200
Soi Noodle Bar,AU,4,1100,2200
Soi Noodle Bar,AU,5,1100,2200
Soi Noodle Bar,AU,6,1100,2200
Cafe Essen,AU,0,0700,2000
Cafe Essen,AU,1,0700,2000
Cafe Essen,AU,2,0700,2000
Cafe Essen,AU,3,0700,2000
Cafe Essen,AU,4,0700,2000
Cafe Essen,AU,5,0700,2000
Cafe Essen,AU,6,0700,2000
Dobinsons Bakery Cafe,AU,0,0630,1730
Dobinsons Bakery Cafe,AU,1,0630,1730
Dobinsons Bakery Cafe,AU,2,0630,1730
Dobinsons Bakery Cafe,AU,3,0630,1730
Dobinsons Bakery Cafe,AU,4,0630,1830
Dobinsons Bakery Cafe,AU,5,0730,1730
Dobinsons Bakery Cafe,AU,6,0800,1700
Gus' Cafe,AU,0,0730,2130
Gus' Cafe,AU,1,0730,2130
Gus' Cafe,AU,2,0730,2130
Gus' Cafe,AU,3,0730,2130
Gus' Cafe,AU,4,0730,2130
Gus' Cafe,AU,5,0730,2130
Gus' Cafe,AU,6,0730,2130
Spud Bar,AU,0,1100,1900
Spud Bar,AU,1,1100,1900
Spud Bar,AU,2,1100,1900
Spud Bar,AU,3,1100,1900
Spud Bar,AU,4,1100,2000
Spud Bar,AU,5,1100,2000
Spud Bar,AU,6,1100,1500
Frank And Beanz,AU,0,0800,1700
Frank And Beanz,AU,1,0800,1700
Frank And Beanz,AU,2,0800,1700
Frank And Beanz,AU,3,0800,1700
Frank And Beanz,AU,4,0800,1700
Frank And Beanz,AU,5,0900,1700
Frank And Beanz,AU,6,0900,1700
Odyssea Beach Cafe,AU,0,0700,2300
Odyssea Beach Cafe,AU,1,0700,2300
Odyssea Beach Cafe,AU,2,0700,2300
Odyssea Beach Cafe,AU,3,0700,2300
Odyssea Beach Cafe,AU,4,0700,2330
Odyssea Beach Cafe,AU,5,0700,2330
Odyssea Beach Cafe,AU,6,0700,2330
Le Bon Ton,AU,0,1700,0100
Le Bon Ton,AU,1,1200,0100
Le Bon Ton,AU,2,1200,0100
Le Bon Ton,AU,3,1200,0100
Le Bon Ton,AU,4,1200,0600
Le Bon Ton,AU,5,1200,0600
Le Bon Ton,AU,6,1200,0000
Matilda Bay Restaurant + Bar,AU,0,1100,0000
Matilda Bay Restaurant + Bar,AU,1,1100,0000
Matilda Bay Restaurant + Bar,AU,2,1100,0000
Matilda Bay Restaurant + Bar,AU,3,1100,0000
Matilda Bay Restaurant + Bar,AU,4,1100,0000
Matilda Bay Restaurant + Bar,AU,5,1100,0000
Matilda Bay Restaurant + Bar,AU,6,1100,0000
The Hungry Buddha,AU,0,1800,2230
The Hungry Buddha,AU,1,1800,2230
The Hungry Buddha,AU,2,1800,2230
The Hungry Buddha,AU,3,1800,2230
The Hungry Buddha,AU,4,1800,2230
The Hungry Buddha,AU,5,1800,2230
The Hungry Buddha,AU,6,1800,2230
Lucky Tsotsi Shebeen & Bar,AU,1,1700,2300
Lucky Tsotsi Shebeen & Bar,AU,2,1700,2300
Lucky Tsotsi Shebeen & Bar,AU,3,1700,2300
Lucky Tsotsi Shebeen & Bar,AU,4,1700,0000
Lucky Tsotsi Shebeen & Bar,AU,5,1700,0000
Lucky Tsotsi Shebeen & Bar,AU,6,1700,2200
Buffalo Dining Club,AU,2,1200,2300
Buffalo Dining Club,AU,3,1200,2300
Buffalo Dining Club,AU,4,1200,2300
Buffalo Dining Club,AU,5,1200,2300
Mr Crackles,AU,0,1130,2130
Mr Crackles,AU,1,1130,2130
Mr Crackles,AU,2,1130,2130
Mr Crackles,AU,3,1130,0130
Mr Crackles,AU,4,1130,0430
Mr Crackles,AU,5,1200,0430
Mr Crackles,AU,6,1200,2230
Lotus Dumpling Bar,AU,0,1200,1500
Lotus Dumpling Bar,AU,0,1730,2300
Lotus Dumpling Bar,AU,1,1200,1500
Lotus Dumpling Bar,AU,1,1730,2300
Lotus Dumpling Bar,AU,2,1200,1500
Lotus Dumpling Bar,AU,2,1730,2300
Lotus Dumpling Bar,AU,3,1200,1500
Lotus Dumpling Bar,AU,3,1730,2300
Lotus Dumpling Bar,AU,4,1200,1500
Lotus Dumpling Bar,AU,4,1730,2300
Lotus Dumpling Bar,AU,5,1200,1500
Lotus Dumpling Bar,AU,5,1730,2300
Lotus Dumpling Bar,AU,6,1200,1500
Lotus Dumpling Bar,AU,6,1730,2200
Palette Cafe,AU,1,1000,1700
Palette Cafe,AU,2,1000,1700
Palette Cafe,AU,3,1000,1700
Palette Cafe,AU,4,1000,1700
Palette Cafe,AU,5,0900,1700
Palette Cafe,AU,6,0900,1700
Pride Of Siam,AU,0,1900,2200
Pride Of Siam,AU,1,1900,2200
Pride Of Siam,AU,2,1900,2200
Pride Of Siam,AU,3,1900,2200
Pride Of Siam,AU,4,1900,2200
Pride Of Siam,AU,5,1900,2200
Pride Of Siam,AU,6,1900,2200
Cafe Eq & Lounge,AU,0,0700,1600
Cafe Eq & Lounge,AU,1,0700,1600
Cafe Eq & Lounge,AU,2,0700,1600
Cafe Eq & Lounge,AU,3,0700,1600
Cafe Eq & Lounge,AU,4,0700,2200
Cafe Eq & Lounge,AU,5,0700,1400
Double Shot,AU,0,0700,1700
Double Shot,AU,1,0700,1700
Double Shot,AU,2,0700,1700
Double Shot,AU,3,0700,1700
Double Shot,AU,4,0700,1700
Double Shot,AU,5,0700,1600
Double Shot,AU,6,0700,1600
Locale Pizzeria,AU,0,1700,0000
Locale Pizzeria,AU,1,1700,0000
Locale Pizzeria,AU,2,1700,0000
Locale Pizzeria,AU,3,1700,0000
Locale Pizzeria,AU,4,1700,0000
Locale Pizzeria,AU,5,1700,0000
Locale Pizzeria,AU,6,1700,0000
McDonald's,AU,0,0000,0000
McDonald's,AU,1,0000,0000
McDonald's,AU,2,0000,0000
McDonald's,AU,3,0000,0000
McDonald's,AU,4,0000,0000
