city,title,title
Seattle,Pubs,2
Seattle,Ramen,2
Seattle,Russian,1
Seattle,Salad,3
Seattle,Sandwiches,2
Seattle,Seafood,10
Seattle,Shanghainese,1
Seattle,Soup,2
Seattle,Southern,2
Seattle,Spanish,1
Seattle,Steakhouses,2
Seattle,Sushi Bars,2
Seattle,Taiwanese,1
Seattle,Tapas/Small Plates,7
Seattle,Thai,1
Seattle,Vegan,1
Seattle,Vegetarian,1
Seattle,Venezuelan,1
Seattle,Venues & Event Spaces,1
Seattle,Vietnamese,2
Seattle,Wine Bars,2
Springdale,Cajun/Creole,1
Springdale,Colombian,1
Springdale,Mexican,1
Springdale,Seafood,1
Sydney,American (Traditional),1
Sydney,Asian Fusion,7
Sydney,Australian,14
Sydney,Bakeries,1
Sydney,Bangladeshi,1
Sydney,Bars,17
Sydney,Beer Bar,4
Sydney,Beer Gardens,1
Sydney,Brazilian,1
Sydney,Breakfast & Brunch,14
Sydney,Burgers,14
Sydney,Cafes,14
Sydney,Cantonese,4
Sydney,Chicken Shop,2
Sydney,Chinese,7
Sydney,Cocktail Bars,7
Sydney,Coffee & Tea,9
Sydney,Creperies,1
Sydney,Cuban,1
Sydney,Delis,1
Sydney,Desserts,1
Sydney,Dim Sum,7
Sydney,Fast Food,4
Sydney,Food Court,1
Sydney,Food Delivery Services,1
Sydney,French,4
Sydney,Gluten-Free,1
Sydney,Greek,3
Sydney,Halal,2
Sydney,Himalayan/Nepalese,1
Sydney,Indian,5
Sydney,Italian,10
Sydney,Izakaya,3
Sydney,Japanese,16
Sydney,Korean,3
Sydney,Laotian,2
Sydney,Live/Raw Food,1
Sydney,Local Flavor,1
Sydney,Lounges,1
Sydney,Malaysian,8
Sydney,Mediterranean,1
Sydney,Mexican,2
Sydney,Middle Eastern,2
Sydney,Modern Australian,9
Sydney,Modern European,4
Sydney,Music Venues,1
Sydney,Noodles,13
Sydney,Pizza,5
Sydney,Portuguese,1
Sydney,Pub Food,1
Sydney,Pubs,2
Sydney,Ramen,5
Sydney,Restaurants,1
Sydney,Salad,1
Sydney,Sandwiches,3
Sydney,Scandinavian,1
Sydney,Seafood,14
Sydney,Shanghainese,4
Sydney,Singaporean,1
Sydney,Social Clubs,1
Sydney,Spanish,5
Sydney,Specialty Food,1
Sydney,Steakhouses,9
Sydney,Sushi Bars,6
Sydney,Szechuan,1
Sydney,Taiwanese,5
Sydney,Tapas/Small Plates,3
Sydney,Tea Rooms,1
Sydney,Teppanyaki,1
Sydney,Thai,7
Sydney,Turkish,1
Sydney,Vegan,2
Sydney,Vegetarian,2
Sydney,Venues & Event Spaces,2
Sydney,Vietnamese,2
Sydney,Wine Bars,10
Tampa,American (New),22
Tampa,American (Traditional),10
Tampa,Argentine,1
Tampa,Asian Fusion,3
Tampa,Bakeries,1
Tampa,Barbeque,1
Tampa,Bars,8
Tampa,Beer Bar,1
Tampa,Bookstores,1
Tampa,Breakfast & Brunch,4
Tampa,Breweries,2
Tampa,British,1
Tampa,Burgers,3
Tampa,Cafes,3
Tampa,Cajun/Creole,1
Tampa,Caribbean,1
Tampa,Chicken Shop,1
Tampa,Chicken Wings,1
Tampa,Chinese,1
Tampa,Cocktail Bars,6
Tampa,Coffee & Tea,1
Tampa,Comfort Food,1
Tampa,Cooking Classes,1
Tampa,Cuban,2
Tampa,Desserts,1
Tampa,Dominican,1
Tampa,Empanadas,1
Tampa,Fast Food,1
Tampa,Food Stands,1
Tampa,Food Trucks,1
Tampa,Gastropubs,4
Tampa,Greek,2
Tampa,Italian,8
Tampa,Izakaya,1
Tampa,Juice Bars & Smoothies,1
Tampa,Korean,1
Tampa,Latin American,4
Tampa,Lebanese,1
Tampa,Lounges,2
Tampa,Mediterranean,3
Tampa,Mexican,8
Tampa,Music Venues,1
Tampa,Noodles,2
Tampa,Organic Stores,1
Tampa,Peruvian,2
Tampa,Pizza,1
Tampa,Pubs,2
Tampa,Ramen,2
Tampa,Salad,4
Tampa,Sandwiches,6
Tampa,Seafood,9
Tampa,Southern,1
Tampa,Spanish,2
Tampa,Speakeasies,1
Tampa,Sports Bars,1
Tampa,Steakhouses,2
Tampa,Sushi Bars,3
Tampa,Tapas/Small Plates,1
Tampa,Tex-Mex,1
Tampa,Thai,2
Tampa,Vegetarian,2
Tampa,Venezuelan,1
Tampa,Venues & Event Spaces,3
Tampa,Wine Bars,5
Toronto,American (Traditional),2
Toronto,Arcades,1
Toronto,Asian Fusion,9
Toronto,Barbeque,7
Toronto,Bars,12
Toronto,Beer Bar,1
Toronto,Belgian,1
Toronto,Bistros,1
Toronto,Breakfast & Brunch,11
Toronto,British,1
Toronto,Cafes,4
Toronto,Cajun/Creole,1
Toronto,Canadian (New),31
Toronto,Caribbean,3
Toronto,Chicken Shop,2
Toronto,Chinese,2
Toronto,Cocktail Bars,10
Toronto,Coffee & Tea,1
Toronto,Comfort Food,14
Toronto,Cuban,1
Toronto,Desserts,6
Toronto,Diners,3
Toronto,Dive Bars,1
Toronto,Egyptian,1
Toronto,Escape Games,1
Toronto,Fast Food,5
Toronto,Filipino,3
Toronto,Fish & Chips,1
Toronto,French,6
Toronto,Gastropubs,3
Toronto,German,2
Toronto,Greek,1
Toronto,Hawaiian,2
Toronto,Himalayan/Nepalese,1
Toronto,Indian,2
Toronto,Italian,19
Toronto,Japanese,12
Toronto,Korean,6
Toronto,Laotian,1
Toronto,Latin American,2
Toronto,Lounges,2
Toronto,Malaysian,1
Toronto,Mediterranean,4
Toronto,Mexican,10
Toronto,Middle Eastern,5
Toronto,Modern European,2
Toronto,Noodles,2
Toronto,Pizza,6
Toronto,Polish,1
Toronto,Pubs,8
Toronto,Ramen,1
Toronto,Salad,2
Toronto,Sandwiches,5
Toronto,Seafood,11
Toronto,Seafood Markets,1
Toronto,Soup,1
Toronto,Southern,1
Toronto,Spanish,2
Toronto,Steakhouses,2
Toronto,Street Vendors,1
Toronto,Sushi Bars,6
Toronto,Taiwanese,1
Toronto,Tapas Bars,2
Toronto,Tapas/Small Plates,12
Toronto,Thai,4
Toronto,Vegan,5
Toronto,Vegetarian,2
Toronto,Venues & Event Spaces,1
Toronto,Vietnamese,3
Toronto,Wine Bars,5
Tyngsborough,American (Traditional),1
West Chester,Cheesesteaks,1
West Chester,Greek,1
West Chester,Lebanese,1
West Chester,Mediterranean,2
West Chester,Tapas Bars,1
West Chester,Wine Bars,1
West Chester Township,Chinese,1
West Chester Township,Japanese,1
West Chester Township,Korean,1
West Chester Township,Thai,1
Wyoming,Gastropubs,1
Wyoming,Wine Bars,1
