,Title,Awards,Wins,Nominations,Bafta_Nominations,Oscar_Nominations,Prime_Nominations,Golden_Globe_Nominations,Bafta_Wins,Oscar_Wins,Prime_Wins,Golden_Globe_Wins
6055,Absurdistan,,0,0,0,0,0,0,0,0,0,0
6056,Britain's Secret Homes,,0,0,0,0,0,0,0,0,0,0
6057,The Memory Man,,0,0,0,0,0,0,0,0,0,0
6058,No Strings Attached,,0,0,0,0,0,0,0,0,0,0
6059,Behind Closed Eyes,,0,0,0,0,0,0,0,0,0,0
6060,Hell to Pay,,0,0,0,0,0,0,0,0,0,0
6061,Home Invasion Package,,0,0,0,0,0,0,0,0,0,0
6062,Bar-Requisite,,0,0,0,0,0,0,0,0,0,0
6063,The Balls to Prove It,,0,0,0,0,0,0,0,0,0,0
6064,Actor,,0,0,0,0,0,0,0,0,0,0
6065,Breezy,,0,0,0,0,0,0,0,0,0,0
6066,Off Duty,,0,0,0,0,0,0,0,0,0,0
6067,80s Greatest,,0,0,0,0,0,0,0,0,0,0
6068,Clash! Boom! Bang! - Die Stunde der Abrechnung,,0,0,0,0,0,0,0,0,0,0
6069,Bluvband Is Doing Just Fine,,0,0,0,0,0,0,0,0,0,0
6070,Homesick,,0,0,0,0,0,0,0,0,0,0
6071,Bolivia: Treasures Within,,0,0,0,0,0,0,0,0,0,0
6072,Neighborhood Watch,,0,0,0,0,0,0,0,0,0,0
6073,Bamboo,,0,0,0,0,0,0,0,0,0,0
6074,Obituary Burglars,,0,0,0,0,0,0,0,0,0,0
6075,180 Days: A Year Inside an American High School,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
6076,Over the Edge,,0,0,0,0,0,0,0,0,0,0
6077,Prologue,,0,0,0,0,0,0,0,0,0,0
6078,From the Future with Love,,0,0,0,0,0,0,0,0,0,0
6079,Adventures in Odyssey,,0,0,0,0,0,0,0,0,0,0
6080,Growing,1 nomination.,0,1,0,0,0,0,0,0,0,0
6081,Cop Out,,0,0,0,0,0,0,0,0,0,0
6082,Amor-didas,,0,0,0,0,0,0,0,0,0,0
6083,Partners,,0,0,0,0,0,0,0,0,0,0
6084,Inspiration,,0,0,0,0,0,0,0,0,0,0
6085,Susan and Daisy's Adventure: Episode I,,0,0,0,0,0,0,0,0,0,0
6086,Bima - Satria Garuda,,0,0,0,0,0,0,0,0,0,0
6087,The American Dream,,0,0,0,0,0,0,0,0,0,0
6088,Brendan's Magical Mystery Tour,,0,0,0,0,0,0,0,0,0,0
6089,All You Can Eat,,0,0,0,0,0,0,0,0,0,0
6090,Cowboys,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
6091,Deep in the Darkness,,0,0,0,0,0,0,0,0,0,0
6092,Growing Pains,,0,0,0,0,0,0,0,0,0,0
6093,Animal,,0,0,0,0,0,0,0,0,0,0
6094,Restoration,,0,0,0,0,0,0,0,0,0,0
6095,Cabeça no Ar; dos Ultraleve,,0,0,0,0,0,0,0,0,0,0
6096,Battleground Afghanistan,,0,0,0,0,0,0,0,0,0,0
6097,Compare Your Life,,0,0,0,0,0,0,0,0,0,0
6098,Smoke and Mirrors,,0,0,0,0,0,0,0,0,0,0
6099,Blind Spot,,0,0,0,0,0,0,0,0,0,0
6100,Psycho,,0,0,0,0,0,0,0,0,0,0
6101,Sports Alpha: Linvoy Primus,,0,0,0,0,0,0,0,0,0,0
6102,Guess Who's for Dinner...,,0,0,0,0,0,0,0,0,0,0
6103,Sing Your Face Off,,0,0,0,0,0,0,0,0,0,0
6104,A Family Affair,,0,0,0,0,0,0,0,0,0,0
6105,Eye Spy,,0,0,0,0,0,0,0,0,0,0
6106,Una grande famiglia - 20 anni prima,,0,0,0,0,0,0,0,0,0,0
6107,Advocate & Solicitor,,0,0,0,0,0,0,0,0,0,0
6108,Atomic Kingdom,,0,0,0,0,0,0,0,0,0,0
6109,Ben,,0,0,0,0,0,0,0,0,0,0
6110,7 Deadly Sins: The Webseries,,0,0,0,0,0,0,0,0,0,0
6111,Banshee Origins: Olek Drops a Dime,,0,0,0,0,0,0,0,0,0,0
6112,Banshee Origins: Carrie at the Gate,,0,0,0,0,0,0,0,0,0,0
6113,Banshee Origins: Sugar's Release,,0,0,0,0,0,0,0,0,0,0
6114,Banshee Origins: The Forge,,0,0,0,0,0,0,0,0,0,0
6115,Banshee Origins: Checking In,,0,0,0,0,0,0,0,0,0,0
6116,Banshee Origins: Kings and Pawns,,0,0,0,0,0,0,0,0,0,0
6117,Banshee Origins: Siobhan Interrupted,,0,0,0,0,0,0,0,0,0,0
6118,Banshee Origins: Carrie and Deva,,0,0,0,0,0,0,0,0,0,0
6119,Banshee Origins: Passed Over,,0,0,0,0,0,0,0,0,0,0
6120,Banshee Origins: The Real Lucas Hood,,0,0,0,0,0,0,0,0,0,0
6121,Bookmark,,0,0,0,0,0,0,0,0,0,0
6122,Bash! - Die Party deines Lebens,,0,0,0,0,0,0,0,0,0,0
6123,Chips,,0,0,0,0,0,0,0,0,0,0
6124,Boychicks,,0,0,0,0,0,0,0,0,0,0
6125,The Contract,,0,0,0,0,0,0,0,0,0,0
6126,Anal Corruption,,0,0,0,0,0,0,0,0,0,0
6127,Simple Agi Ondh Love Story,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
6128,Bros,,0,0,0,0,0,0,0,0,0,0
6129,The Final Countdown,,0,0,0,0,0,0,0,0,0,0
6130,Exodus,,0,0,0,0,0,0,0,0,0,0
6131,Belize Sports: Rock; Paper; Scissors Championships,,0,0,0,0,0,0,0,0,0,0
6132,1863,,0,0,0,0,0,0,0,0,0,0
6133,Cassadee Pope: Frame by Frame,,0,0,0,0,0,0,0,0,0,0
6134,Left Behind,,0,0,0,0,0,0,0,0,0,0
6135,Blood and Oil,,0,0,0,0,0,0,0,0,0,0
6136,Mama Mia - Wer heiratet meinen Sohn?,,0,0,0,0,0,0,0,0,0,0
6137,Mike Tyson: Undisputed Truth,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
6138,Shame,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
6139,My Big Fat Gypsy Wedding: Best Dressed Brides,,0,0,0,0,0,0,0,0,0,0
6140,The Birth of a New Yin Yang,,0,0,0,0,0,0,0,0,0,0
6141,8-Bit Animal Playhouse with Jason Mewes,,0,0,0,0,0,0,0,0,0,0
6142,Shock Theatre,,0,0,0,0,0,0,0,0,0,0
6143,Night Terrors,,0,0,0,0,0,0,0,0,0,0
6144,Revival,1 win & 12 nominations.,1,12,0,0,0,0,0,0,0,0
6145,Helsinki,,0,0,0,0,0,0,0,0,0,0
6146,Aliados,,0,0,0,0,0,0,0,0,0,0
6147,Beyond the Plate,,0,0,0,0,0,0,0,0,0,0
6148,Alpha House,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
6149,Betas,,0,0,0,0,0,0,0,0,0,0
6150,Big Freedia: Queen of Bounce,1 nomination.,0,1,0,0,0,0,0,0,0,0
6151,Annedroids,3 wins & 17 nominations.,3,17,0,0,0,0,0,0,0,0
6152,Angry Birds Toons,,0,0,0,0,0,0,0,0,0,0
6153,Cheap Eats,,0,0,0,0,0,0,0,0,0,0
6154,Body Language,,0,0,0,0,0,0,0,0,0,0
6155,Mini Neds: Round 2,,0,0,0,0,0,0,0,0,0,0
6156,And the Winner Is,,0,0,0,0,0,0,0,0,0,0
6157,Hot Dog,,0,0,0,0,0,0,0,0,0,0
6158,Made in the USA: Behind the Scenes,,0,0,0,0,0,0,0,0,0,0
6159,Happy Hour,,0,0,0,0,0,0,0,0,0,0
6160,Day 3,,0,0,0,0,0,0,0,0,0,0
6161,Thrill Kill,,0,0,0,0,0,0,0,0,0,0
6162,The Green Room,,0,0,0,0,0,0,0,0,0,0
6163,Mon meilleur ami,1 nomination.,0,1,0,0,0,0,0,0,0,0
6164,Bob's Your Uncle; Cartoons,,0,0,0,0,0,0,0,0,0,0
6165,Dead to Rights,,0,0,0,0,0,0,0,0,0,0
6166,The Red Lodge; Bristol's Hidden Gem,,0,0,0,0,0,0,0,0,0,0
6167,Scars of Shame,,0,0,0,0,0,0,0,0,0,0
6168,B. sucht,,0,0,0,0,0,0,0,0,0,0
6169,Happy Ending,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
6170,1984,,0,0,0,0,0,0,0,0,0,0
6171,America's Best Bites,,0,0,0,0,0,0,0,0,0,0
6172,Abalone Wars,,0,0,0,0,0,0,0,0,0,0
6173,Top 10 Trends Spring Summer 2013,,0,0,0,0,0,0,0,0,0,0
6174,Baa Baa Black Sheep,,0,0,0,0,0,0,0,0,0,0
6175,Coastal Forecast,1 nomination.,0,1,0,0,0,0,0,0,0,0
6176,Mind the Gap,,0,0,0,0,0,0,0,0,0,0
6177,Bromance,,0,0,0,0,0,0,0,0,0,0
6178,The Henchman,,0,0,0,0,0,0,0,0,0,0
6179,Crime: The Animated Series,1 nomination.,0,1,0,0,0,0,0,0,0,0
6180,Chaz Mannenheim: Newsman of Yesteryear!,,0,0,0,0,0,0,0,0,0,0
6181,Faults,5 nominations.,0,5,0,0,0,0,0,0,0,0
6182,Captain Canuck,,0,0,0,0,0,0,0,0,0,0
6183,Lockdown,,0,0,0,0,0,0,0,0,0,0
6184,Bottle Service,,0,0,0,0,0,0,0,0,0,0
6185,Lauren,,0,0,0,0,0,0,0,0,0,0
6186,Carson on TCM,,0,0,0,0,0,0,0,0,0,0
6187,Business as Usual,,0,0,0,0,0,0,0,0,0,0
6188,Waxed,,0,0,0,0,0,0,0,0,0,0
6189,Boston Strong an Evening of Support and Celebration,,0,0,0,0,0,0,0,0,0,0
6190,Bree Takes on the News,,0,0,0,0,0,0,0,0,0,0
6191,The Kennedy Curse: An Unauthorized Story on the Kennedys,,0,0,0,0,0,0,0,0,0,0
6192,Uncovered America: Open Season,,0,0,0,0,0,0,0,0,0,0
6193,Coming Back with Wes Moore,,0,0,0,0,0,0,0,0,0,0
6194,Pain,,0,0,0,0,0,0,0,0,0,0
6195,Breakdown Forest,,0,0,0,0,0,0,0,0,0,0
6196,De Rolling por Colombia,,0,0,0,0,0,0,0,0,0,0
6197,Recoil,,0,0,0,0,0,0,0,0,0,0
6198,The Getaway,,0,0,0,0,0,0,0,0,0,0
6199,Real People; Real Systems; Real Profits,,0,0,0,0,0,0,0,0,0,0
6200,Muted: Sex Trafficking in Wisconsin,,0,0,0,0,0,0,0,0,0,0
6201,Swing,1 nomination.,0,1,0,0,0,0,0,0,0,0
6202,Faith Family and Taxes,,0,0,0,0,0,0,0,0,0,0
6203,A Good Samaritan in New York City,,0,0,0,0,0,0,0,0,0,0
6204,BLUganda: Ein Afrikatrip,,0,0,0,0,0,0,0,0,0,0
6205,Steve,,0,0,0,0,0,0,0,0,0,0
6206,BBC Proms,,0,0,0,0,0,0,0,0,0,0
6207,Throwdown,,0,0,0,0,0,0,0,0,0,0
6208,Animal Heroes,,0,0,0,0,0,0,0,0,0,0
6209,Hollywood Game Night,Won 2 Primetime Emmys. Another 3 wins & 5 nominations.,5,5,0,0,0,0,0,0,2,0
6210,George Lucas' Wedding Speech,,0,0,0,0,0,0,0,0,0,0
6211,American Dream Builders,,0,0,0,0,0,0,0,0,0,0
6212,Cognition: An Erica Reed Thriller - Episode 2: The Wise Monkey,,0,0,0,0,0,0,0,0,0,0
6213,Bukod Kang Pinagpala,,0,0,0,0,0,0,0,0,0,0
6214,Calvin and Freddie's Cosmic Encounters,,0,0,0,0,0,0,0,0,0,0
6215,Boomerang Kids,,0,0,0,0,0,0,0,0,0,0
6216,Cassandra: Warrior Angel,,0,0,0,0,0,0,0,0,0,0
6217,Crime Solvers: Confidential,,0,0,0,0,0,0,0,0,0,0
6218,Broad Topics,,0,0,0,0,0,0,0,0,0,0
6219,Celebrity Closet Confidential,,0,0,0,0,0,0,0,0,0,0
6220,Assumption of Risk,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
6221,Be My Pal,,0,0,0,0,0,0,0,0,0,0
6222,Count Arthur Strong,2 nominations.,0,2,0,0,0,0,0,0,0,0
6223,Strippers from Another World,,0,0,0,0,0,0,0,0,0,0
6224,Fade to Black,,0,0,0,0,0,0,0,0,0,0
6225,Aussie Pickers,,0,0,0,0,0,0,0,0,0,0
6226,Skip Trace: Episode 3,,0,0,0,0,0,0,0,0,0,0
6227,African Masters,,0,0,0,0,0,0,0,0,0,0
6228,Bass Solo,,0,0,0,0,0,0,0,0,0,0
6229,Made Perfect: The Life of Brian Stucky,,0,0,0,0,0,0,0,0,0,0
6230,Apt 8 News,,0,0,0,0,0,0,0,0,0,0
6231,AFI Life Achievement Award: A Tribute to Mel Brooks,Won 1 Primetime Emmy. Another 1 nomination.,1,1,0,0,0,0,0,0,1,0
6232,The Attack of the Brain People,,0,0,0,0,0,0,0,0,0,0
6233,R&B Divas: Los Angeles,,0,0,0,0,0,0,0,0,0,0
6234,Belmonte,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
6235,Pride,6 wins & 4 nominations.,6,4,0,0,0,0,0,0,0,0
6236,2013 MTV Video Music Awards,,0,0,0,0,0,0,0,0,0,0
6237,Brunch on Sundays,,0,0,0,0,0,0,0,0,0,0
6238,Buying RVs,,0,0,0,0,0,0,0,0,0,0
6239,True Story,,0,0,0,0,0,0,0,0,0,0
6240,A Crime to Remember,2 wins.,2,0,0,0,0,0,0,0,0,0
6241,Need for Speed: Rivals,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
6242,Catering Wars,,0,0,0,0,0,0,0,0,0,0
6243,Centric Live,,0,0,0,0,0,0,0,0,0,0
6244,Masters of Illusion,,0,0,0,0,0,0,0,0,0,0
6245,Election Day,,0,0,0,0,0,0,0,0,0,0
6246,Abgewürgt und ausgebremst - Deutschlands schlechtester Autofahrer,,0,0,0,0,0,0,0,0,0,0
6247,Catch the Millionaire,,0,0,0,0,0,0,0,0,0,0
6248,Anthony Eats America,,0,0,0,0,0,0,0,0,0,0
6249,Blow Up,1 win.,1,0,0,0,0,0,0,0,0,0
6250,Akin,,0,0,0,0,0,0,0,0,0,0
6251,Bad Trips Abroad,,0,0,0,0,0,0,0,0,0,0
6252,Pesten is niet oké de film,,0,0,0,0,0,0,0,0,0,0
6253,A l'école du théâtre,,0,0,0,0,0,0,0,0,0,0
6254,Of Mind and Music,8 wins & 2 nominations.,8,2,0,0,0,0,0,0,0,0
6255,Dinner Party,,0,0,0,0,0,0,0,0,0,0
6256,Breaking Amish: LA,,0,0,0,0,0,0,0,0,0,0
6257,Anomaly 3D,,0,0,0,0,0,0,0,0,0,0
6258,Behind the Gates: Dazzling Dallas,,0,0,0,0,0,0,0,0,0,0
6259,Jaws on Netflix,,0,0,0,0,0,0,0,0,0,0
6260,A Study on Character Development: International Read -Round 1,,0,0,0,0,0,0,0,0,0,0
6261,Coming out,,0,0,0,0,0,0,0,0,0,0
6262,Claudia O'Doherty Comedy Blaps,,0,0,0,0,0,0,0,0,0,0
6263,Timeline,,0,0,0,0,0,0,0,0,0,0
6264,Circuit Breaker,,0,0,0,0,0,0,0,0,0,0
6265,Clarence,1 nomination.,0,1,0,0,0,0,0,0,0,0
6266,Anoush Show,,0,0,0,0,0,0,0,0,0,0
6267,Sharknado 2: The Second One,,0,0,0,0,0,0,0,0,0,0
6268,Broken Quest,1 nomination.,0,1,0,0,0,0,0,0,0,0
6269,It's a Man's World,,0,0,0,0,0,0,0,0,0,0
6270,Alaskan Showdown,,0,0,0,0,0,0,0,0,0,0
6271,Boys,1 nomination.,0,1,0,0,0,0,0,0,0,0
6272,Swallow,,0,0,0,0,0,0,0,0,0,0
6273,Documentary Subject Wanted with Rory Scovel,,0,0,0,0,0,0,0,0,0,0
6274,The F Word,,0,0,0,0,0,0,0,0,0,0
6275,Dancing Around the Shit Fire with Kyle Kinane,,0,0,0,0,0,0,0,0,0,0
6276,Into the Fire,,0,0,0,0,0,0,0,0,0,0
6277,Bussen,,0,0,0,0,0,0,0,0,0,0
6278,Trick or Treat,,0,0,0,0,0,0,0,0,0,0
6279,Come Hell or High Water: Corollary of the BP Deepwater Horizon Oil Spill Disaster,,0,0,0,0,0,0,0,0,0,0
6280,Anke hat Zeit,1 win.,1,0,0,0,0,0,0,0,0,0
6281,Auf dem Nordseeküstenradweg durch Schottland und England,,0,0,0,0,0,0,0,0,0,0
6282,Familien Duell - Prominenten-Special,,0,0,0,0,0,0,0,0,0,0
6283,Familien Duell - Prominenten-Special,,0,0,0,0,0,0,0,0,0,0
6284,The Liar,,0,0,0,0,0,0,0,0,0,0
6285,Capture,,0,0,0,0,0,0,0,0,0,0
6286,Bad Kitty: The Series,,0,0,0,0,0,0,0,0,0,0
6287,Auditions,,0,0,0,0,0,0,0,0,0,0
6288,Happy New Year,,0,0,0,0,0,0,0,0,0,0
6289,A Year in Review,,0,0,0,0,0,0,0,0,0,0
6290,Son Shine,,0,0,0,0,0,0,0,0,0,0
6291,Women,,0,0,0,0,0,0,0,0,0,0
6292,Day 23,,0,0,0,0,0,0,0,0,0,0
6293,Committed,,0,0,0,0,0,0,0,0,0,0
6294,20 Something,,0,0,0,0,0,0,0,0,0,0
6295,Absolutely Jason Stuart,,0,0,0,0,0,0,0,0,0,0
6296,Harvest Moon,,0,0,0,0,0,0,0,0,0,0
6297,Artists Driven,,0,0,0,0,0,0,0,0,0,0
6298,Late Season,1 nomination.,0,1,0,0,0,0,0,0,0,0
6299,House of Horrors: Kidnapped in Cleveland,,0,0,0,0,0,0,0,0,0,0
6300,Tracked,,0,0,0,0,0,0,0,0,0,0
6301,Creepy Caress,,0,0,0,0,0,0,0,0,0,0
6302,Game of Crowns,,0,0,0,0,0,0,0,0,0,0
6303,America the Wild,,0,0,0,0,0,0,0,0,0,0
6304,I'm a Porn Star,,0,0,0,0,0,0,0,0,0,0
6305,Trance Figuration,,0,0,0,0,0,0,0,0,0,0
6306,Anzac Girls,3 wins & 8 nominations.,3,8,0,0,0,0,0,0,0,0
6307,Beauty Queen Murders,,0,0,0,0,0,0,0,0,0,0
6308,30 Days to Popular,,0,0,0,0,0,0,0,0,0,0
6309,The Gym,,0,0,0,0,0,0,0,0,0,0
6310,Late Bloomers,,0,0,0,0,0,0,0,0,0,0
6311,Smashed Out,,0,0,0,0,0,0,0,0,0,0
6312,Breaking Point,,0,0,0,0,0,0,0,0,0,0
6313,Rodrigo y Gabriela: Live from Red Rocks with the Colorado Symphony Orchestra,,0,0,0,0,0,0,0,0,0,0
6314,Automotive Minutes,,0,0,0,0,0,0,0,0,0,0
6315,Bares für Rares,,0,0,0,0,0,0,0,0,0,0
6316,Craft Beer Crusaders,,0,0,0,0,0,0,0,0,0,0
6317,Badults,,0,0,0,0,0,0,0,0,0,0
6318,Once Upon a Time in Portland,,0,0,0,0,0,0,0,0,0,0
6319,Changelings,,0,0,0,0,0,0,0,0,0,0
6320,Camille Solari's Glaminlalaland,,0,0,0,0,0,0,0,0,0,0
6321,Cheer Girls,,0,0,0,0,0,0,0,0,0,0
6322,Marilyn,,0,0,0,0,0,0,0,0,0,0
6323,Hope,,0,0,0,0,0,0,0,0,0,0
6324,Ask Ava,,0,0,0,0,0,0,0,0,0,0
6325,Bayern!,,0,0,0,0,0,0,0,0,0,0
6326,Bubba's Backwoods Bacon Brew,,0,0,0,0,0,0,0,0,0,0
6327,Bla; Bla; Bla...,,0,0,0,0,0,0,0,0,0,0
6328,No Half Measures: Creating the Final Season of Breaking Bad,,0,0,0,0,0,0,0,0,0,0
6329,1 Last Chance at Paradise,,0,0,0,0,0,0,0,0,0,0
6330,Portrait,,0,0,0,0,0,0,0,0,0,0
6331,American Haunting,,0,0,0,0,0,0,0,0,0,0
6332,Injustice,,0,0,0,0,0,0,0,0,0,0
6333,Max Anderson; Private Eye,,0,0,0,0,0,0,0,0,0,0
6334,Snowflake; the White Gorilla: Giving the Characters a Voice,1 win.,1,0,0,0,0,0,0,0,0,0
6335,A Dominican Hitman,,0,0,0,0,0,0,0,0,0,0
6336,Vozes,,0,0,0,0,0,0,0,0,0,0
6337,Violet,4 wins & 11 nominations.,4,11,0,0,0,0,0,0,0,0
6338,Forget Me Not,,0,0,0,0,0,0,0,0,0,0
6339,Sewing Solutions,,0,0,0,0,0,0,0,0,0,0
6340,A Bolt from the Blue,,0,0,0,0,0,0,0,0,0,0
6341,Harry Potter and the Unlikely Collaboration,,0,0,0,0,0,0,0,0,0,0
6342,Anti Bullying Campaign,,0,0,0,0,0,0,0,0,0,0
6343,Soul,5 wins & 6 nominations.,5,6,0,0,0,0,0,0,0,0
6344,Bienvenidos al Lolita,,0,0,0,0,0,0,0,0,0,0
6345,Chirp: The Series,,0,0,0,0,0,0,0,0,0,0
6346,20-40-60: Drei Generationen - Drei Jahre,,0,0,0,0,0,0,0,0,0,0
6347,Burka Avenger,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
6348,A Laughing Matter,,0,0,0,0,0,0,0,0,0,0
6349,Les trois frères; le retour,,0,0,0,0,0,0,0,0,0,0
6350,Memphis,2 nominations.,0,2,0,0,0,0,0,0,0,0
6351,Mean Girls Monologue for Twinkie Byrd's Monologue Slam 2013,,0,0,0,0,0,0,0,0,0,0
6352,Dia de los Muertos,,0,0,0,0,0,0,0,0,0,0
6353,Awakenings: Marlo,,0,0,0,0,0,0,0,0,0,0
6354,Dreamworld,,0,0,0,0,0,0,0,0,0,0
6355,Family Beef,,0,0,0,0,0,0,0,0,0,0
6356,Ask Lex,,0,0,0,0,0,0,0,0,0,0
6357,Love Games and Other Crimes,,0,0,0,0,0,0,0,0,0,0
6358,America: Facts vs. Fiction,,0,0,0,0,0,0,0,0,0,0
6359,221B,,0,0,0,0,0,0,0,0,0,0
6360,Breaking the Set,,0,0,0,0,0,0,0,0,0,0
6361,Alles auf einen Deckel - Das Sommerquiz,,0,0,0,0,0,0,0,0,0,0
6362,Comedy Central Roast of James Franco,,0,0,0,0,0,0,0,0,0,0
6363,Auf der Flucht - Das Experiment,,0,0,0,0,0,0,0,0,0,0
6364,Barefoot Friends,,0,0,0,0,0,0,0,0,0,0
6365,All Access: Mayweather vs. Guerrero,,0,0,0,0,0,0,0,0,0,0
6366,AKB0048 Next Stage,,0,0,0,0,0,0,0,0,0,0
6367,Movie Star: The Secret Lives of Jean Seberg,,0,0,0,0,0,0,0,0,0,0
6368,The Road to Canton: Warren Sapp - Relentless,,0,0,0,0,0,0,0,0,0,0
6369,AwesomenessTV,,0,0,0,0,0,0,0,0,0,0
6370,Angelic Tongues,,0,0,0,0,0,0,0,0,0,0
6371,37 Days,1 nomination.,0,1,0,0,0,0,0,0,0,0
6372,Adam Richman's Fandemonium,,0,0,0,0,0,0,0,0,0,0
6373,American Stars,,0,0,0,0,0,0,0,0,0,0
6374,How to Be More Asian,,0,0,0,0,0,0,0,0,0,0
6375,Fred,,0,0,0,0,0,0,0,0,0,0
6376,On the Edge,2 nominations.,0,2,0,0,0,0,0,0,0,0
6377,WNUF Halloween Special,1 win.,1,0,0,0,0,0,0,0,0,0
6378,Aoki Hagane no Arpeggio: Ars Nova,,0,0,0,0,0,0,0,0,0,0
6379,EC4 - Encuentros cercanos del cuarto tipo,,0,0,0,0,0,0,0,0,0,0
6380,Bound by Blood,,0,0,0,0,0,0,0,0,0,0
6381,Amerikas Legendäre Strassen,,0,0,0,0,0,0,0,0,0,0
6382,Brothers,,0,0,0,0,0,0,0,0,0,0
6383,Abgefahren - Wissen auf Rädern,1 nomination.,0,1,0,0,0,0,0,0,0,0
6384,The Brentwood Connection,,0,0,0,0,0,0,0,0,0,0
6385,Intergalactic Swingers,,0,0,0,0,0,0,0,0,0,0
6386,Zombie Cats on Mars: Life on Mars Parody,,0,0,0,0,0,0,0,0,0,0
6387,Ain't That America,,0,0,0,0,0,0,0,0,0,0
6388,Andy Bates: Street Feasts,,0,0,0,0,0,0,0,0,0,0
6389,Buckin Life,,0,0,0,0,0,0,0,0,0,0
6390,See No Evil 2,1 nomination.,0,1,0,0,0,0,0,0,0,0
6391,Moon of Changing Seasons: Everything is Alive,,0,0,0,0,0,0,0,0,0,0
6392,Crisis Point,,0,0,0,0,0,0,0,0,0,0
6393,All Our Yesterdays: Past Is Prologue,,0,0,0,0,0,0,0,0,0,0
6394,China Insight,,0,0,0,0,0,0,0,0,0,0
6395,AFF Suzuki Cup,,0,0,0,0,0,0,0,0,0,0
6396,Brotherly Love,,0,0,0,0,0,0,0,0,0,0
6397,Scott,,0,0,0,0,0,0,0,0,0,0
6398,These Hopeless Savages,1 win.,1,0,0,0,0,0,0,0,0,0
6399,Catch a Contractor,,0,0,0,0,0,0,0,0,0,0
6400,Bare Knuckle Boxing,,0,0,0,0,0,0,0,0,0,0
6401,Dither: The D.I.Y. Sound,,0,0,0,0,0,0,0,0,0,0
6402,HBFF Monologue Slam: Kerry-Ann Ellington,,0,0,0,0,0,0,0,0,0,0
6403,Omari Bailey: Guess Who's Coming to Dinner,,0,0,0,0,0,0,0,0,0,0
6404,Benefits Britain 1949,,0,0,0,0,0,0,0,0,0,0
6405,Image,,0,0,0,0,0,0,0,0,0,0
6406,The Calm Before,,0,0,0,0,0,0,0,0,0,0
6407,Car S.O.S.,,0,0,0,0,0,0,0,0,0,0
6408,Back to Work,,0,0,0,0,0,0,0,0,0,0
6409,Christine. Perfekt war gestern!,2 nominations.,0,2,0,0,0,0,0,0,0,0
6410,Cap South,1 nomination.,0,1,0,0,0,0,0,0,0,0
6411,Where Is Nadia?,,0,0,0,0,0,0,0,0,0,0
6412,Beauty,,0,0,0,0,0,0,0,0,0,0
6413,On the Prowl,,0,0,0,0,0,0,0,0,0,0
6414,21 Dinge,,0,0,0,0,0,0,0,0,0,0
6415,ABC Family Summer Movie Promos,,0,0,0,0,0,0,0,0,0,0
6416,Scavenger Hunt,,0,0,0,0,0,0,0,0,0,0
6417,Beyond Spelling Manor,,0,0,0,0,0,0,0,0,0,0
6418,2014,,0,0,0,0,0,0,0,0,0,0
6419,One Night in Oslo,6 nominations.,0,6,0,0,0,0,0,0,0,0
6420,The Ten: Loyalty,,0,0,0,0,0,0,0,0,0,0
6421,Broken Bones - Shattered Dreams; a Story of Hope,,0,0,0,0,0,0,0,0,0,0
6422,Bad Ink,,0,0,0,0,0,0,0,0,0,0
6423,Antisocial Network Und Die Gosejohann Brothers,,0,0,0,0,0,0,0,0,0,0
6424,The Twisted Train: Nature Calls,,0,0,0,0,0,0,0,0,0,0
6425,Dirty Talk,8 wins.,8,0,0,0,0,0,0,0,0,0
6426,American Jerusalem: Jews and the Making of San Francisco,,0,0,0,0,0,0,0,0,0,0
6427,Shattered Dreams,,0,0,0,0,0,0,0,0,0,0
6428,El Mar de Dolores,,0,0,0,0,0,0,0,0,0,0
6429,Props for Drama: Suspension of Disbelief,,0,0,0,0,0,0,0,0,0,0
6430,On Meditation: Featuring David Lynch,,0,0,0,0,0,0,0,0,0,0
6431,The Loot,,0,0,0,0,0,0,0,0,0,0
6432,Parent Teacher Conference,,0,0,0,0,0,0,0,0,0,0
6433,Night of the Fight: Hatton's Last Stand,,0,0,0,0,0,0,0,0,0,0
6434,Bankrånet,,0,0,0,0,0,0,0,0,0,0
6435,Spud 3: Learning to Fly,,0,0,0,0,0,0,0,0,0,0
6436,An Odd Evening in April,,0,0,0,0,0,0,0,0,0,0
6437,Rome: What Lies Beneath,,0,0,0,0,0,0,0,0,0,0
6438,Capital Food Fight!,,0,0,0,0,0,0,0,0,0,0
6439,The Furies of War,,0,0,0,0,0,0,0,0,0,0
6440,Broken Necklace,,0,0,0,0,0,0,0,0,0,0
6441,Fists of Finance,,0,0,0,0,0,0,0,0,0,0
6442,He's Back,,0,0,0,0,0,0,0,0,0,0
6443,604NomNom,,0,0,0,0,0,0,0,0,0,0
6444,Down the Rabbit Hole,,0,0,0,0,0,0,0,0,0,0
